item,ingredient,amount,unit,amount_mg,component_id,match_score,match_method
DE3168,BETACAROTENO,1.35,mg,1.35,,0.0,
DE3168,L-METIONINA,2.43,mg,2.43,COMP_2F771F3347CF,90.9090909090909,fuzzy_translated
DE3168,CLORHIDRATO DE L-CISTEINA MONOHIDRATO,10.42,mg,10.42,COMP_AB3E85388234,100.0,exact_translated
DE3168,ACIDO FOLICO,0.02,mg,0.02,COMP_A9136ADF22F7,100.0,manual_alias
DE3168,COENZIMA Q10,0.55,mg,0.55,COMP_8BB25B9A3BE5,100.0,exact_es
DE3168,ARGININA,83.33,mg,83.33,COMP_984D98F1A15A,88.88888888888889,fuzzy_translated
DE3168,CITROBIOFLAVONOIDES,2.9,mg,2.9,COMP_5068EA63273D,100.0,exact_es
DE3168,ACIDO L-ASCORBICO,222.0,mg,222.0,COMP_67B16EEFC42F,100.0,exact_es
DE3168,GINKGO BILOBA D2,1.74,mg,1.74,,0.0,
DE3168,RUTINA,1.83,mg,1.83,COMP_4289B9E4461E,100.0,exact_es
DE3168,COLECALCIFEROL,0.18,mg,0.18,COMP_94DFE28A9A5C,100.0,manual_alias
DE3168,L-SELENIOMETIONINA,2.8,mg,2.8,COMP_06F94F4D6EA3,100.0,exact_es
DE3168,ALFA -ACETATO DE TOCOFEROL,17.72,mg,17.72,COMP_D4790F9775EF,100.0,manual_alias
DE3168,CLORHIDRATO DE TIAMINA,12.37,mg,12.37,COMP_4F4F134A6B55,100.0,exact_translated
DE3168,RIBOFLAVINA,2.67,mg,2.67,COMP_586F3B3DE0F3,100.0,manual_alias
DE3168,VITAMINA B12,13.83,mg,13.83,COMP_06B36D3A8FF3,100.0,exact_translated
DE3168,NICOTINAMIDA,5.5,mg,5.5,COMP_7A51909809FD,100.0,manual_alias
DE3168,CLORHIDRATO DE PIRIDOXINA,10.13,mg,10.13,COMP_B1D26385CE00,90.9090909090909,fuzzy_translated
DE3168,D-BIOTINA,0.01,mg,0.01,COMP_641FDABDC956,100.0,manual_alias
DE3168,D-PANTOTENATO DE CALCIO,30.07,mg,30.07,COMP_CCEF1C481D8D,100.0,exact_translated
DE3168,FOSFATO DIBASICO DE CALCIO ANHIDRO,76.64,mg,76.64,COMP_DF53BB0FF023,100.0,exact_es
DE3168,FUMARATO FERROSO,1.62,mg,1.62,COMP_4ABFB4F7511E,100.0,manual_alias
DE3168,GLUCONATO DE COBRE,0.1,mg,0.1,COMP_E388F25D01B8,100.0,exact_es
DE3168,HIDROXIDO DE MAGNESIO,53.2,mg,53.2,COMP_EF944BAE2602,100.0,exact_es
DE3168,GLUCONATO DE ZINC,12.6,mg,12.6,COMP_723DBC80CC4E,100.0,manual_alias
DE3168,ACETATO DE VITAMINA A,2.22,mg,2.22,COMP_90C4121BAE0C,100.0,exact_translated
DE3168,GLUCONATO DE MANGANESO,2.17,mg,2.17,COMP_5FCBE278ABF3,100.0,exact_translated
DE3168,CROMO PICOLINATO,0.09,mg,0.09,COMP_3F24EA59D864,100.0,exact_es
DE3168,GLUCONATO DE POTASIO,132.81,mg,132.81,COMP_BB2F708BF799,100.0,exact_translated
DE3168,ACIDO PARA AMINOBENZOICO,3.83,mg,3.83,COMP_8ACDB27F4677,100.0,exact_es
DE3168,INOSITOL,0.58,mg,0.58,COMP_430EB7DE720D,100.0,manual_alias
DE3169,,,,,,0.0,
DE3170,METILCOBALAMINA 5,0.0,mcg,0.0,COMP_111F69F2C05C,100.0,manual_alias
DE3185,EXTRACTO ALCOHOLICO DE VITIS VINIFERA (UVA),78.95,mg,78.95,,0.0,
DE3185,CITRUS SINENSIS (FRUTA) EN POLVO,25.0,mg,25.0,COMP_BF5F43876661,100.0,exact_es
DE3185,ACIDO L-ASCORBICO,20.0,mg,20.0,COMP_67B16EEFC42F,100.0,exact_es
DE3185,CITRATO DE ZINC,15.82,mg,15.82,COMP_723DBC80CC4E,100.0,exact_es
DE3185,LICOPENO,5.0,mg,5.0,COMP_55B6D6822852,100.0,manual_alias
DE3185,SELENOMETIONINA,2.75,mg,2.75,COMP_06F94F4D6EA3,96.7741935483871,fuzzy_translated
DE3185,PINUS SYLVESTRIS D4,1.0,mg,1.0,,0.0,
DE3188,,,,,,0.0,
DE3195,SULFATO FERROSO DESECADO,211.8,mg,211.8,COMP_573FD8D69189,100.0,exact_es
DE3197,VITAMINA D3 5,0.0,ui,,COMP_94DFE28A9A5C,100.0,exact_translated
DE3204,,,,,,0.0,
DE3205,CLORHIDRATO DE GLUCOSAMINA,700.0,mg,700.0,COMP_1C8BDA56F976,100.0,exact_es
DE3205,CARTILAGO DE TIBURON EN POLVO,48.0,mg,48.0,,0.0,
DE3205,POLVO DE PERNA CANALICULUS 8MEJILLON DE LABIOS VERDES),42.0,mg,42.0,,0.0,
DE3205,EXTRACTO DE CURCUMA LONGA EN POLVO,10.0,mg,10.0,COMP_64BA168636B5,100.0,exact_es
DE3207,LACTOBACILLUS RHAMNOSUS,12.5,mg,12.5,COMP_DA3CA182FF0F,100.0,exact_es
DE3207,BIFIDOBACTERIUM LACTIS,11.11,mg,11.11,COMP_27C9BF80AC95,100.0,exact_es
DE3210,,,,,,0.0,
DE3214,POR DOSIS,30.0,g,30000.0,,0.0,noise
DE3214,CONCENTRADO DE PROTEINAS DE SUERO,28.32,g,28320.0,COMP_927AAC8EA873,100.0,exact_es
DE3217,ACIDO ALFA LIPOICO,600.0,mg,600.0,COMP_A57F027E154F,100.0,exact_es
DE3217,L-LEUCINA,10.0,mg,10.0,COMP_79C0DB8C42D9,100.0,exact_es
DE3218,CREATINA MONOHIDRATO,2.5,g,2500.0,COMP_67B16EEFC42F,87.5,fuzzy_translated
DE3219,COLAGENO HIDROLIZADO BOVINO TIPO II,400.0,mg,400.0,COMP_2671E7AB4CBB,100.0,manual_alias
DE3220,ACIDO DOCOSAHEXAENOICO (PESCADO),150.0,mg,150.0,COMP_F71DD4665D9C,100.0,pre_paren_fuzzy
DE3220,COLECALCIFEROL,0.4,mg,0.4,COMP_94DFE28A9A5C,100.0,manual_alias
DE3220,DL-ALFA ACETATO DE TOCOFERILO,10.0,mg,10.0,COMP_D4790F9775EF,100.0,manual_alias
DE3220,ASCORBATO DE SODIO,78.7333,mg,78.7333,COMP_D7EB3863136A,100.0,exact_es
DE3220,MONONITRATO DE TIAMINA,3.0,mg,3.0,COMP_4F4F134A6B55,100.0,manual_alias
DE3220,RIBOFLAVINA,3.4,mg,3.4,COMP_586F3B3DE0F3,100.0,manual_alias
DE3220,NICOTINAMIDA,17.0,mg,17.0,COMP_7A51909809FD,100.0,manual_alias
DE3220,CLORHIDRATO DE PIRIDOXINA,4.0,mg,4.0,COMP_B1D26385CE00,90.9090909090909,fuzzy_translated
DE3220,ACIDO FOLICO,0.6,mg,0.6,COMP_A9136ADF22F7,100.0,manual_alias
DE3220,VITAMINA B12,2.2,mcg,0.0022,COMP_06B36D3A8FF3,100.0,exact_translated
DE3220,GLICINATO DE HIERRO,150.0,mg,150.0,COMP_4ABFB4F7511E,100.0,manual_alias
DE3220,OXIDO DE ZINC,18.671,mg,18.671,COMP_723DBC80CC4E,100.0,exact_es
DE3220,CARBONATO DE CALCIO,312.5,mg,312.5,COMP_275450118D60,100.0,exact_translated
DE3220,ACIDO EICOSAPENTAENOICO (EPA),26.0,mg,26.0,COMP_F3C5987AA984,100.0,exact_es
DE3220,PALMITATO DE VITAMINA A,1.5671,mg,1.5671,COMP_90C4121BAE0C,100.0,manual_alias
DE3229,COLAGENO BOVINO TIPO II,10.0,mg,10.0,COMP_2671E7AB4CBB,100.0,exact_es
DE3235,POR DOSIS,14.0,g,14000.0,,0.0,noise
DE3235,L-LEUCINA 3,600.0,mg,600.0,COMP_79C0DB8C42D9,100.0,exact_es
DE3235,L-ISOLEUCINA 1,800.0,mg,800.0,COMP_487092BE6237,100.0,manual_alias
DE3235,L-VALINA 1,800.0,mg,800.0,COMP_ED40E281CA3A,100.0,manual_alias
DE3235,L-GLUTAMINA 3,0.0,mg,0.0,COMP_A0A4A770D42F,100.0,manual_alias
DE3235,L-CITRULINA DL-MALATO 1,0.0,mg,0.0,COMP_9FA62B7E567C,85.71428571428572,fuzzy_translated
DE3235,CITRATO TRISODICO DIHIDRATO,384.0,mg,384.0,COMP_09C95935BD2C,100.0,exact_es
DE3235,CITRATO DE POTASIO,396.0,mg,396.0,COMP_232DFD13C010,100.0,exact_es
DE3235,FOSFATO TRICALCICO,312.0,mg,312.0,,0.0,
DE3235,CLORURO DE SODIO,443.0,mg,443.0,COMP_AFF3B61AB344,100.0,exact_es
DE3235,VITAMINA B6,1.0,mg,1.0,COMP_FB0BFF3E6E21,100.0,exact_translated
DE3236,COLAGENO HIDROLIZADO BOVINO TIPO II 5,556.0,g,556000.0,COMP_2671E7AB4CBB,100.0,manual_alias
DE3236,TAURUS BOVIS (CALOSTRO),70.0,mg,70.0,,0.0,
DE3236,YEMA DE HUEVO DESHIDRATADO,30.0,mg,30.0,COMP_392D1585BCA1,100.0,exact_es
DE3236,VITAMINA E (TOCOFEROL),12.0,mg,12.0,COMP_5A316FA3FF05,88.88888888888889,fuzzy_translated
DE3236,VITAMINA C,29.0,mg,29.0,COMP_1BCB25859985,100.0,exact_translated
DE3239,LUTEINA,10.0,mg,10.0,COMP_C873A4B5C00A,100.0,manual_alias
DE3240,L-CISTINA,500.0,mg,500.0,COMP_A8A9B1C9227C,100.0,exact_es
DE3240,L-METIONINA,100.0,mg,100.0,COMP_2F771F3347CF,90.9090909090909,fuzzy_translated
DE3240,SULFATO DE ZINC HEPTAHIDRATO,17.6,mg,17.6,COMP_723DBC80CC4E,100.0,manual_alias
DE3240,PANTOTENATO DE CALCIO,10.0,mg,10.0,COMP_CCEF1C481D8D,100.0,exact_translated
DE3240,HIERRO CARBONIL,10.0,mg,10.0,COMP_B6A8F8958154,100.0,exact_es
DE3240,CLORHIDRATO DE PIRIDOXINA,2.0,mg,2.0,COMP_B1D26385CE00,90.9090909090909,fuzzy_translated
DE3240,BIOTINA,0.9,mg,0.9,COMP_641FDABDC956,100.0,manual_alias
DE3246,CARBONATO DE CALCIO,904.45,mg,904.45,COMP_275450118D60,100.0,exact_translated
DE3246,GLUCONATO DE CALCIO,11.364,mg,11.364,COMP_275450118D60,100.0,exact_translated
DE3246,CITRATO DE CALCIO,5.147,mg,5.147,COMP_275450118D60,100.0,exact_translated
DE3246,OXIDO DE MAGNESIO,257.12,mg,257.12,COMP_83336712C554,100.0,manual_alias
DE3246,GLUCONATO DE MAGNESIO,19.608,mg,19.608,COMP_83336712C554,100.0,exact_translated
DE3246,CITRATO DE MAGNESIO,6.25,mg,6.25,COMP_83336712C554,100.0,manual_alias
DE3246,GLUCONATO DE ZINC,44.715,mg,44.715,COMP_723DBC80CC4E,100.0,manual_alias
DE3247,POR DOSIS,5.0,g,5000.0,,0.0,noise
DE3247,L-GLUTAMINA,5.0,g,5000.0,COMP_A0A4A770D42F,100.0,manual_alias
DE3248,POR VIAL,8.0,g,8000.0,,0.0,noise
DE3248,FIBRA DE MANZANA,0.451,g,451.0,COMP_D968CF4EA900,100.0,exact_es
DE3248,VITAMINA B12,7.2,mg,7.2,COMP_06B36D3A8FF3,100.0,exact_translated
DE3248,POLINICOTINATO DE CROMO,25.0,mg,25.0,COMP_252C51860327,100.0,exact_es
DE3248,ACIDO FOLICO,120.0,mcg,0.12,COMP_A9136ADF22F7,100.0,manual_alias
DE3248,LEPIDIUM MEYENII RAIZ (HIPOCOTILO),3.75,mg,3.75,COMP_ACE940A6400D,100.0,exact_es
DE3248,PANTOTENATO DE CALCIO,114.0,mg,114.0,COMP_CCEF1C481D8D,100.0,exact_translated
DE3248,ASCORBATO DE NIACINAMIDA,22.0,mg,22.0,,0.0,
DE3248,ACIDO ASCORBICO,161.0,mg,161.0,COMP_67B16EEFC42F,100.0,exact_es
DE3248,DL-ALFA ACETATO DE TOCOFERILO,15.0,mg,15.0,COMP_D4790F9775EF,100.0,manual_alias
DE3248,GLUCONATO DE ZINC,5.2,mg,5.2,COMP_723DBC80CC4E,100.0,manual_alias
DE3248,GLUCONATO DE COBRE,0.75,mg,0.75,COMP_E388F25D01B8,100.0,exact_es
DE3248,RIBOFLAVINA,3.9,mg,3.9,COMP_586F3B3DE0F3,100.0,manual_alias
DE3248,CLORHIDRATO DE PIRIDOXINA,2.0,mg,2.0,COMP_B1D26385CE00,90.9090909090909,fuzzy_translated
DE3248,BETACAROTENO,0.01,mg,0.01,,0.0,
DE3249,MALTODEXTRINA,8.016,g,8016.0,COMP_616589A7F2DA,100.0,manual_alias
DE3249,CLORHIDRATO DE TIAMINA,0.00013,g,0.12999999999999998,COMP_4F4F134A6B55,100.0,exact_translated
DE3249,ACIDO FOLICO,4e-05,g,0.04,COMP_A9136ADF22F7,100.0,manual_alias
DE3249,DL-ALFA ACETATO DE TOCOFEROL,0.0076,g,7.6,COMP_D4790F9775EF,100.0,manual_alias
DE3249,MOLIBDATO DE SODIO,2e-05,g,0.02,COMP_526CEFBDED30,100.0,manual_alias
DE3249,ISOMALTULOSA,1.77,g,1770.0,COMP_33BA7CDDD0B1,100.0,exact_es
DE3249,IODURO DE POTASIO,2e-05,g,0.02,COMP_22DA46FADFFD,100.0,manual_alias
DE3249,ASCORBATO DE SODIO,0.021,g,21.0,COMP_D7EB3863136A,100.0,exact_es
DE3249,SELENITO DE SODIO,1e-05,g,0.01,COMP_781B4EA1D853,100.0,manual_alias
DE3249,VITAMINA K,1e-05,g,0.01,COMP_64DE5343502D,100.0,exact_translated
DE3249,BIOTINA,3.16,mcg,0.00316,COMP_641FDABDC956,100.0,manual_alias
DE3249,VITAMINA D3,0.0008,g,0.8,COMP_94DFE28A9A5C,100.0,exact_translated
DE3249,VITAMINA B12,0.25,mcg,0.00025,COMP_06B36D3A8FF3,100.0,exact_translated
DE3249,CITRATO TRISODICO DIHIDRATO,0.1,g,100.0,COMP_09C95935BD2C,100.0,exact_es
DE3249,ACEITE DE CANOLA,0.42,g,420.0,COMP_FCF0EA14FCA0,100.0,exact_es
DE3249,FUMARATO FERROSO,0.0058,g,5.8,COMP_4ABFB4F7511E,100.0,manual_alias
DE3249,ACEITE DE MAIZ,0.42,g,420.0,COMP_B746EA737D1B,100.0,exact_es
DE3249,FRUCTOOLIGOSACARIDOS,0.42,g,420.0,COMP_6FD50D5F3096,100.0,manual_alias
DE3249,GLICERINA,0.42,g,420.0,COMP_CE4756376C75,100.0,exact_es
DE3249,FOSFATO TRIBASICO DE CALCIO,0.34,g,340.0,,0.0,
DE3249,CONCENTRADO DE PROTEINA DE LECHE,6.32,g,6320.0,COMP_0186B930B477,100.0,exact_es
DE3249,FOSFATO DE POTASIO,0.09,g,90.0,COMP_BB2F708BF799,100.0,exact_translated
DE3249,PANTOTENATO DE CALCIO,0.0005,g,0.5,COMP_CCEF1C481D8D,100.0,exact_translated
DE3249,MESO-INOSITOL,0.08,g,80.0,,0.0,
DE3249,CLORURO DE COLINA,0.077,g,77.0,COMP_A204C673A9A2,100.0,exact_translated
DE3249,CLORURO DE POTASIO,0.06,g,60.0,COMP_BB2F708BF799,100.0,exact_translated
DE3249,HEXAMETAFOSFATO DE SODIO,0.06,g,60.0,,0.0,
DE3249,PIROFOSFATO DE TETRAPOTASIO,0.15,g,150.0,,0.0,
DE3249,ACIDO ASCORBICO,0.019,g,19.0,COMP_67B16EEFC42F,100.0,exact_es
DE3249,L-CARNITINA,0.014,g,14.0,COMP_0987F386BB65,100.0,exact_translated
DE3249,FOSFATO DE POTASIO,0.013,g,13.0,COMP_BB2F708BF799,100.0,exact_translated
DE3249,L -TAURINA,0.01,g,10.0,COMP_0D2B15E9F9EE,100.0,exact_es
DE3249,CITRATO DE POTASIO,0.0105,g,10.5,COMP_232DFD13C010,100.0,exact_es
DE3249,OXIDO DE MAGNESIO,0.058,g,58.0,COMP_83336712C554,100.0,manual_alias
DE3249,NIACINAMIDA,0.0017,g,1.7,COMP_7A51909809FD,100.0,manual_alias
DE3249,PALMITATO DE VITAMINA A,0.0015,g,1.5,COMP_90C4121BAE0C,100.0,manual_alias
DE3249,SULFATO DE MANGANESO,0.0015,g,1.5,COMP_5FCBE278ABF3,100.0,exact_translated
DE3249,ACEITE DE GIRASOL,2.53,g,2530.0,COMP_C72D89F9AF0F,100.0,exact_es
DE3249,OXIDO DE ZINC,0.0014,g,1.4,COMP_723DBC80CC4E,100.0,exact_es
DE3249,SULFATO DE COBRE,0.00023,g,0.23,COMP_E388F25D01B8,100.0,exact_es
DE3249,CROMO PICOLINATO,0.0002,g,0.2,COMP_3F24EA59D864,100.0,exact_es
DE3249,CLORHIDRATO DE PIRIDOXINA,0.00018,g,0.18000000000000002,COMP_B1D26385CE00,90.9090909090909,fuzzy_translated
DE3249,CLORURO DE SODIO,0.1,g,100.0,COMP_AFF3B61AB344,100.0,exact_es
DE3249,RIBOFLAVINA,0.00014,g,0.13999999999999999,COMP_586F3B3DE0F3,100.0,manual_alias
DE3250,MALTODEXTRINA,8.016,g,8016.0,COMP_616589A7F2DA,100.0,manual_alias
DE3250,CONCENTRADO DE PROTEINA DE LECHE,6.32,g,6320.0,COMP_0186B930B477,100.0,exact_es
DE3250,ACEITE DE GIRASOL,2.53,g,2530.0,COMP_C72D89F9AF0F,100.0,exact_es
DE3251,LECITINA,180.0,mg,180.0,COMP_8EC671694027,100.0,exact_es
DE3251,CARBONATO DE CALCIO,68.0,mg,68.0,COMP_275450118D60,100.0,exact_translated
DE3251,"CALCIO (FOSFATO TRICALCICO, FOSFATO DICALCICO)",40.0,mg,40.0,COMP_275450118D60,90.0,pre_paren_translated
DE3251,TAURINA,8.0,mg,8.0,COMP_0D2B15E9F9EE,100.0,exact_es
DE3251,VITAMINA C,7.2,mg,7.2,COMP_1BCB25859985,100.0,exact_translated
DE3251,VITAMINA B1,0.08,mg,0.08,COMP_06B36D3A8FF3,95.23809523809523,fuzzy_translated
DE3251,ACIDO FOLICO,0.024,mg,0.024,COMP_A9136ADF22F7,100.0,manual_alias
DE3251,VITAMINA B12,0.2,mcg,0.0002,COMP_06B36D3A8FF3,100.0,exact_translated
DE3261,POR SOBRE,12.0,g,12000.0,,0.0,noise
DE3261,INULINA,8.94,g,8940.0,COMP_5A1C274D3525,100.0,manual_alias
DE3261,BETA GLUCANO,0.01,g,10.0,COMP_FD02B1677F04,100.0,exact_es
DE3261,MANANOOLIGOSACARIDOS,0.1,g,100.0,,0.0,
DE3261,GALACTOOLIGOSACARIDOS,2.7,g,2700.0,COMP_571B68FEAA77,100.0,exact_es
DE3266,POR DOSIS,5.0,g,5000.0,,0.0,noise
DE3266,GLUTAMINA,5.0,g,5000.0,COMP_A0A4A770D42F,100.0,manual_alias
DE3267,POR DOSIS 1.00 - VITAMINA D3,200.0,ui,,,0.0,
DE3268,FRUCTOOLIGOSACARIDOS,990.0,mg,990.0,COMP_6FD50D5F3096,100.0,manual_alias
DE3272,PALMITATO DE RETINOL,0.33,mg,0.33,COMP_90C4121BAE0C,100.0,manual_alias
DE3272,SULFATO DE COBRE,0.997,mg,0.997,COMP_E388F25D01B8,100.0,exact_es
DE3272,CLORURO DE MANGANESO TETRAHIDRATO,1.92,mg,1.92,COMP_0D7733C816EE,100.0,exact_es
DE3272,CIANOCOBALAMINA,0.75,mcg,0.00075,COMP_06B36D3A8FF3,100.0,manual_alias
DE3272,FLUORURO DE SODIO,0.553,mg,0.553,COMP_6B508AD11238,100.0,manual_alias
DE3272,SELENITO DE SODIO,23.0,mcg,0.023,COMP_781B4EA1D853,100.0,manual_alias
DE3272,YODURO DE POTASIO,33.347,mcg,0.033347,COMP_22DA46FADFFD,100.0,manual_alias
DE3272,COLECALCIFEROL,0.003,mg,0.003,COMP_94DFE28A9A5C,100.0,manual_alias
DE3272,CLORURO CROMICO HEXAHIDRATO,44.73,mcg,0.04473,COMP_EFF1AE308675,100.0,exact_es
DE3272,MOLIBDATO DE SODIO DIHIDRATO,40.068,mcg,0.040068,COMP_526CEFBDED30,100.0,manual_alias
DE3272,ACEITE DE GIRASOL,5.133,g,5133.0,COMP_C72D89F9AF0F,100.0,exact_es
DE3272,CONCENTRADO DE PROTEINA DE LECHE,4.923,g,4923.0,COMP_0186B930B477,100.0,exact_es
DE3272,ACEITE DE CANOLA,2.644,g,2644.0,COMP_FCF0EA14FCA0,100.0,exact_es
DE3272,LECITINA DE SOJA,0.06,g,60.0,COMP_8EC671694027,100.0,exact_es
DE3272,MONOGLICERIDOS DESTILADOS,0.12,g,120.0,,0.0,
DE3272,D-PANTOTENATO DE CALCIO,1.87,mg,1.87,COMP_CCEF1C481D8D,100.0,exact_translated
DE3272,DL-ALFA ACETATO DE TOCOFEROL,1.35,mg,1.35,COMP_D4790F9775EF,100.0,manual_alias
DE3272,FITOMENADIONA,0.019,mg,0.019,COMP_5F0C4DCA018F,100.0,manual_alias
DE3272,CLORHIDRATO DE TIAMINA,0.515,mg,0.515,COMP_4F4F134A6B55,100.0,exact_translated
DE3272,5-FOSFATO DE SODIO RIBOFLAVINA,0.635,mg,0.635,,0.0,
DE3272,NICOTINAMIDA,4.744,mg,4.744,COMP_7A51909809FD,100.0,manual_alias
DE3272,CLORHIDRATO DE PIRIDOXINA,0.516,mg,0.516,COMP_B1D26385CE00,90.9090909090909,fuzzy_translated
DE3272,CITRATO DE POTASIO MONOHIDRATO,0.229,g,229.0,COMP_232DFD13C010,100.0,exact_es
DE3272,D-BIOTINA,0.012,mg,0.012,COMP_641FDABDC956,100.0,manual_alias
DE3272,ACIDO FOLICO,0.084,mg,0.084,COMP_A9136ADF22F7,100.0,manual_alias
DE3272,ACIDO L-ASCORBICO,37.5,mg,37.5,COMP_67B16EEFC42F,100.0,exact_es
DE3272,MALTODEXTRINA,76.897,mg,76.897,COMP_616589A7F2DA,100.0,manual_alias
DE3272,MALTODEXTRINA,0.398,mg,0.398,COMP_616589A7F2DA,100.0,manual_alias
DE3272,CASEINATO DE CALCIO,6.621,g,6621.0,COMP_0186B930B477,100.0,exact_es
DE3272,BETACAROTENO,0.413,mg,0.413,,0.0,
DE3272,OXIDO DE MAGNESIO,0.015,mg,0.015,COMP_83336712C554,100.0,manual_alias
DE3272,CLORURO DE SODIO,0.071,g,71.0,COMP_AFF3B61AB344,100.0,exact_es
DE3272,CARBONATO DE SODIO,0.055,g,55.0,COMP_03E04C5A6A98,100.0,exact_es
DE3272,PIROFOSFATO FERRICO,0.01,g,10.0,COMP_4ABFB4F7511E,100.0,manual_alias
DE3272,SULFATO DE ZINC HEPTAHIDRATO,4.22,mg,4.22,COMP_723DBC80CC4E,100.0,manual_alias
DE3274,POR DOSIS,100.0,ml,,,0.0,noise
DE3274,PALMITATO DE RETINOL,0.33,mg,0.33,COMP_90C4121BAE0C,100.0,manual_alias
DE3274,SULFATO DE ZINC HEPTAHIDRATO,4.22,mg,4.22,COMP_723DBC80CC4E,100.0,manual_alias
DE3274,SULFATO DE COBRE,0.997,mg,0.997,COMP_E388F25D01B8,100.0,exact_es
DE3274,CLORHIDRATO DE PIRIDOXINA,0.627,mg,0.627,COMP_B1D26385CE00,90.9090909090909,fuzzy_translated
DE3274,CLORURO DE MAGNESIO TETRAHIDRATO,1.92,mg,1.92,COMP_BF9CE150E7A0,100.0,exact_es
DE3274,FLUORURO DE SODIO,0.553,mg,0.553,COMP_6B508AD11238,100.0,manual_alias
DE3274,SELENITO DE SODIO,23.0,mcg,0.023,COMP_781B4EA1D853,100.0,manual_alias
DE3274,BETACAROTENO,0.413,mg,0.413,,0.0,
DE3274,YODURO DE POTASIO,33.347,mcg,0.033347,COMP_22DA46FADFFD,100.0,manual_alias
DE3274,CLORURO CROMICO HEXAHIDRATO,44.73,mcg,0.04473,COMP_EFF1AE308675,100.0,exact_es
DE3274,MOLIBDATO DE SODIO DIHIDRATO,40.068,mcg,0.040068,COMP_526CEFBDED30,100.0,manual_alias
DE3274,CASEINATO DE CALCIO,6.621,g,6621.0,COMP_0186B930B477,100.0,exact_es
DE3274,ACEITE DE GIRASOL,5.133,g,5133.0,COMP_C72D89F9AF0F,100.0,exact_es
DE3274,ACEITE DE CANOLA,2.644,g,2644.0,COMP_FCF0EA14FCA0,100.0,exact_es
DE3274,LECITINA DE SOJA,0.06,g,60.0,COMP_8EC671694027,100.0,exact_es
DE3274,CIANOCOBALAMINA,0.75,mcg,0.00075,COMP_06B36D3A8FF3,100.0,manual_alias
DE3274,MONOGLICERIDOS DESTILADOS,0.12,g,120.0,,0.0,
DE3274,COLECALCIFEROL,0.003,mg,0.003,COMP_94DFE28A9A5C,100.0,manual_alias
DE3274,DL-ALFA ACETATO DE TOCOFEROL,1.35,mg,1.35,COMP_D4790F9775EF,100.0,manual_alias
DE3274,FITOMENADIONA,0.019,mg,0.019,COMP_5F0C4DCA018F,100.0,manual_alias
DE3274,CLORHIDRATO DE TIAMINA,0.515,mg,0.515,COMP_4F4F134A6B55,100.0,exact_translated
DE3274,5-FOSFATO DE SODIO RIBOFLAVINA,0.635,mg,0.635,,0.0,
DE3274,CONCENTRADO DE PROTEINA DE LECHE,4.923,g,4923.0,COMP_0186B930B477,100.0,exact_es
DE3274,NICOTINAMIDA,4.744,mg,4.744,COMP_7A51909809FD,100.0,manual_alias
DE3274,PANTOTENATO DE CALCIO,1.87,mg,1.87,COMP_CCEF1C481D8D,100.0,exact_translated
DE3274,D-BIOTINA,0.012,mg,0.012,COMP_641FDABDC956,100.0,manual_alias
DE3274,ACIDO FOLICO,0.084,mg,0.084,COMP_A9136ADF22F7,100.0,manual_alias
DE3274,ACIDO L-ASCORBICO,3.5,mg,3.5,COMP_67B16EEFC42F,100.0,exact_es
DE3274,MALTODEXTRINA,76.897,mg,76.897,COMP_616589A7F2DA,100.0,manual_alias
DE3274,MALTODEXTRINA,0.398,g,398.0,COMP_616589A7F2DA,100.0,manual_alias
DE3274,PALMITATO DE RETINOL,0.33,mg,0.33,COMP_90C4121BAE0C,100.0,manual_alias
DE3274,CITRATO DE POTASIO MONOHIDRATO,0.229,g,229.0,COMP_232DFD13C010,100.0,exact_es
DE3274,OXIDO DE MAGNESIO,0.015,g,15.0,COMP_83336712C554,100.0,manual_alias
DE3274,CLORURO DE SODIO,0.071,g,71.0,COMP_AFF3B61AB344,100.0,exact_es
DE3274,CARBONATO DE SODIO,0.055,g,55.0,COMP_03E04C5A6A98,100.0,exact_es
DE3274,PIROFOSFATO FERRICO,0.01,g,10.0,COMP_4ABFB4F7511E,100.0,manual_alias
DE3277,POR DOSIS,100.0,ml,,,0.0,noise
DE3277,PALMITATO DE RETINOL,0.33,ml,,COMP_90C4121BAE0C,100.0,manual_alias
DE3277,CLORURO DE MAGNESIO TETRAHIDRATO,1.92,mg,1.92,COMP_BF9CE150E7A0,100.0,exact_es
DE3277,FLUORURO DE SODIO,0.553,mg,0.553,COMP_6B508AD11238,100.0,manual_alias
DE3277,CIANOCOBALAMINA,0.75,mcg,0.00075,COMP_06B36D3A8FF3,100.0,manual_alias
DE3277,SELENITO DE SODIO,23.0,mcg,0.023,COMP_781B4EA1D853,100.0,manual_alias
DE3277,YODURO DE POTASIO,33.347,mcg,0.033347,COMP_22DA46FADFFD,100.0,manual_alias
DE3277,CLORURO CROMICO HEXAHIDRATO,44.73,mcg,0.04473,COMP_EFF1AE308675,100.0,exact_es
DE3277,COLECALCIFEROL,0.003,mg,0.003,COMP_94DFE28A9A5C,100.0,manual_alias
DE3277,MOLIBDATO DE SODIO DIHIDRATO,40.068,mcg,0.040068,COMP_526CEFBDED30,100.0,manual_alias
DE3277,ACEITE DE GIRASOL,5.133,g,5133.0,COMP_C72D89F9AF0F,100.0,exact_es
DE3277,ACEITE DE CANOLA,2.644,g,2644.0,COMP_FCF0EA14FCA0,100.0,exact_es
