pharmacy,commercial_name,formal_name,registro_sanitario,registro_sanitario_key,digemid_item,digemid_producto,digemid_distribuidor,digemid_fabricante,digemid_forma_farmaceutica,digemid_codigo_atc,digemid_grupo_atc_3,digemid_grupo_atc_4,digemid_clasificacion,digemid_composicion,component_id,ingredient,amount,unit,amount_mg,component_match_score,component_match_method,price,currency,availability,url,sku,brand,source_strategy,regulatory_status
Inkafarma,Sunvit Vitamin D 2000 IU Tableta,Sunvit Vitamin D 2000 IU Tableta,DE-3869,DE3869,DE3869,VITAMIN D 2000 IU .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11CC05,A11,A11C,Colecalciferol,"VITAMINA D3 2,000.000000 UI",COMP_94DFE28A9A5C,VITAMINA D3 2,0.0,ui,,100.0,exact_translated,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-vitamin-d-2000-iu-tableta/005570,005570,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina D 2000UI Vitagamma D3 Tableta,Vitamina D 2000UI Vitagamma D3 Tableta,DE-2554,DE2554,DE2554,VITAGAMMA D3 2 000 UI,WORWAG PHARMA PERU S.R.L.,MAUERMANN ARZNEIMITTEL KG,TABLETA,A16AX,A16,A16A,Productos varios para el tracto alimentario y el metabolismo,"COLECALCIFEROL 2,000.000000 UI",COMP_94DFE28A9A5C,COLECALCIFEROL 2,0.0,ui,,100.0,manual_alias,67.5,PEN,available,https://inkafarma.pe/producto/vitagamma-d3-tableta/025893,025893,VITAGAMMA,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina D 2000UI Deferol Cápsula Blanda,Vitamina D 2000UI Deferol Cápsula Blanda,DE-2105,DE2105,DE2105,DEFEROL 2000 UI,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 2.000000 mg,COMP_94DFE28A9A5C,VITAMINA D3,2.0,mg,2.0,100.0,exact_translated,42.3,PEN,available,https://inkafarma.pe/producto/deferol-2000-ui-capsula-blanda/016903,016903,DEFEROL,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina D 1000UI Deferol Cápsula Blanda,Vitamina D 1000UI Deferol Cápsula Blanda,DE-2120,DE2120,DE2120,DEFEROL 1000 UI,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11CC05,A11,A11C,Colecalciferol,VITAMINA D3 1.000000 mg,COMP_94DFE28A9A5C,VITAMINA D3,1.0,mg,1.0,100.0,exact_translated,42.2,PEN,available,https://inkafarma.pe/producto/deferol-1000-ui-capsula-blanda/016904,016904,DEFEROL,algolia_public_search_exhaustive,digemid_match
Inkafarma,Pack 02 Sunvit Vitamin D 2000 IU Tableta,Pack 02 Sunvit Vitamin D 2000 IU Tableta,DE-3869,DE3869,DE3869,VITAMIN D 2000 IU .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11CC05,A11,A11C,Colecalciferol,"VITAMINA D3 2,000.000000 UI",COMP_94DFE28A9A5C,VITAMINA D3 2,0.0,ui,,100.0,exact_translated,112.3,PEN,available,https://inkafarma.pe/producto/pack-02-sunvit-vitamin-d-2000-iu-tableta/PACKNT395,PACKNT395,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Pack Sunvit Vitamin D 2000 IU Tableta,Pack Sunvit Vitamin D 2000 IU Tableta,DE-3869,DE3869,DE3869,VITAMIN D 2000 IU .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11CC05,A11,A11C,Colecalciferol,"VITAMINA D3 2,000.000000 UI",COMP_94DFE28A9A5C,VITAMINA D3 2,0.0,ui,,100.0,exact_translated,112.3,PEN,available,https://inkafarma.pe/producto/pack-sunvit-vitamin-d-2000-iu-tableta/PACKNT216,PACKNT216,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina D3 100 µg 4000 UI Drasanvi Comprimido,Vitamina D3 100 µg 4000 UI Drasanvi Comprimido,DE-4238,DE4238,DE4238,VITAMINA D3 100 µG (4000 UI),DRASANVI PERU S.A.C.,"ECOLOGIA,NUTRICION Y SALUD, S.L.",COMPRIMIDO,A11CC05,A11,A11C,Colecalciferol,VITAMINA D3 100.000000 MCG,COMP_94DFE28A9A5C,VITAMINA D3,100.0,mcg,0.1,100.0,exact_translated,41.3,PEN,available,https://inkafarma.pe/producto/vitamina-d3-100-4000-ui-comprimido/085109,085109,DRASANVI,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina D3 Kids 400 UI Drasanvi Tableta Masticable,Vitamina D3 Kids 400 UI Drasanvi Tableta Masticable,DE-3939,DE3939,DE3939,VITAMINA D3 KIDS 400 UI,DRASANVI PERU S.A.C.,"ECOLOGIA,NUTRICION Y SALUD, S.L.",TABLETA MASTICABLE,A11CC05,A11,A11C,Colecalciferol,VITAMINA D3 10.000000 MCG,COMP_94DFE28A9A5C,VITAMINA D3,10.0,mcg,0.01,100.0,exact_translated,21.7,PEN,available,https://inkafarma.pe/producto/vitamina-d3-kids-400-ui-tableta-masticable/085297,085297,DRASANVI,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina D Sabor Limon 800 UI Tableta efervescente,Vitamina D Sabor Limon 800 UI Tableta efervescente,DE-3832,DE3832,DE3832,VITAMINA D SABOR LIMON 800 UI,PHARMARIS PERU S.A.C.,C. HEDENKAMP GMBH & CO.KG,TABLETA EFERVESCENTE,A11CC,A11,A11C,Vitamina D y análogos,VITAMINA D3 800.000000 MCG,COMP_94DFE28A9A5C,VITAMINA D3,800.0,mcg,0.8,100.0,exact_translated,13.9,PEN,available,https://inkafarma.pe/producto/vitamina-d-sabor-limon-800-ui-tab-efervescente/036716,036716,C HEDENKAMP,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina D3 2000 UI Mason Natural Cápsula Blanda,Vitamina D3 2000 UI Mason Natural Cápsula Blanda,DE-4986,DE4986,DE4986,D3 2000 UI,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,MASON VITAMINS INC.,CAPSULA BLANDA,A16A,A16,A16A,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,"VITAMINA D3 2,000.000000 UI",COMP_94DFE28A9A5C,VITAMINA D3 2,0.0,ui,,100.0,exact_translated,56.6,PEN,available,https://inkafarma.pe/producto/vitamina-d3-2000-ui-capsula-blanda/085321,085321,MASON,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina D3 1000 UI 25 mcg Mason Natural Cápsula Blanda,Vitamina D3 1000 UI 25 mcg Mason Natural Cápsula Blanda,DE-5010,DE5010,DE5010,D3 1000 IU (25MCG) 1000 UI,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,MASON VITAMINS INC.,CAPSULA BLANDA,A11BA,A11,A11B,Multivitamínicos solos,"VITAMINA D3 1,000.000000 UI",COMP_94DFE28A9A5C,VITAMINA D3 1,0.0,ui,,100.0,exact_translated,41.2,PEN,available,https://inkafarma.pe/producto/vitamina-d3-1000-ui-25-mcg-capsula-blanda/085322,085322,MASON,algolia_public_search_exhaustive,digemid_match
Inkafarma,Pack Vitamina D 400 + Saw Palmetto Prost Comf Mason Natural,Pack Vitamina D 400 + Saw Palmetto Prost Comf Mason Natural,DE-1010,DE1010,DE1010,D3 400 IU (10 MCG) .,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,MASON VITAMINS INC.,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 400.000000 UI,COMP_94DFE28A9A5C,VITAMINA D3,400.0,ui,,100.0,exact_translated,185.7,PEN,available,https://inkafarma.pe/producto/pack-vitamina-d-400-saw-palmetto-mason-natural/PACKNT142,PACKNT142,MASON,algolia_public_search_exhaustive,digemid_match
Inkafarma,Pack 02 Vitamina D 400 Mason Natural,Pack 02 Vitamina D 400 Mason Natural,DE-1010,DE1010,DE1010,D3 400 IU (10 MCG) .,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,MASON VITAMINS INC.,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 400.000000 UI,COMP_94DFE28A9A5C,VITAMINA D3,400.0,ui,,100.0,exact_translated,107.8,PEN,available,https://inkafarma.pe/producto/pack-02-vitamina-d-400-mason-natural/PACKNT130,PACKNT130,MASON,algolia_public_search_exhaustive,digemid_match
Inkafarma,Calcio - Magnesio - Zinc - Vitamina D - Xtralife Natural Products - 100 Tabletas,Calcio - Magnesio - Zinc - Vitamina D - Xtralife Natural Products - 100 Tabletas,DE-0830,DE0830,DE0830,CALCIO- MAGNESIO- ZINC + VIT. D,BERINVEST S.A.C.,XTRA LIFE NATURAL PRODUCTS,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",CARBONATO DE CALCIO 333.000000 mg OXIDO DE MAGNESIO 133.000000 mg SULFATO DE ZINC 5.000000 mg VITAMINA D3 133.000000 UI,COMP_275450118D60,CARBONATO DE CALCIO,333.0,mg,333.0,100.0,exact_translated,71.0,PEN,available,https://inkafarma.pe/producto/calcio-magnesio-zinc-vitamina-d-xtralife-natural-products-100-tabletas/1661644782151,1661644782151,Xtralife Natural Products,algolia_public_search_exhaustive,digemid_match
Inkafarma,Calcio - Magnesio - Zinc - Vitamina D - Xtralife Natural Products - 100 Tabletas,Calcio - Magnesio - Zinc - Vitamina D - Xtralife Natural Products - 100 Tabletas,DE-0830,DE0830,DE0830,CALCIO- MAGNESIO- ZINC + VIT. D,BERINVEST S.A.C.,XTRA LIFE NATURAL PRODUCTS,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",CARBONATO DE CALCIO 333.000000 mg OXIDO DE MAGNESIO 133.000000 mg SULFATO DE ZINC 5.000000 mg VITAMINA D3 133.000000 UI,COMP_83336712C554,OXIDO DE MAGNESIO,133.0,mg,133.0,100.0,manual_alias,71.0,PEN,available,https://inkafarma.pe/producto/calcio-magnesio-zinc-vitamina-d-xtralife-natural-products-100-tabletas/1661644782151,1661644782151,Xtralife Natural Products,algolia_public_search_exhaustive,digemid_match
Inkafarma,Calcio - Magnesio - Zinc - Vitamina D - Xtralife Natural Products - 100 Tabletas,Calcio - Magnesio - Zinc - Vitamina D - Xtralife Natural Products - 100 Tabletas,DE-0830,DE0830,DE0830,CALCIO- MAGNESIO- ZINC + VIT. D,BERINVEST S.A.C.,XTRA LIFE NATURAL PRODUCTS,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",CARBONATO DE CALCIO 333.000000 mg OXIDO DE MAGNESIO 133.000000 mg SULFATO DE ZINC 5.000000 mg VITAMINA D3 133.000000 UI,COMP_723DBC80CC4E,SULFATO DE ZINC,5.0,mg,5.0,100.0,exact_es,71.0,PEN,available,https://inkafarma.pe/producto/calcio-magnesio-zinc-vitamina-d-xtralife-natural-products-100-tabletas/1661644782151,1661644782151,Xtralife Natural Products,algolia_public_search_exhaustive,digemid_match
Inkafarma,Calcio - Magnesio - Zinc - Vitamina D - Xtralife Natural Products - 100 Tabletas,Calcio - Magnesio - Zinc - Vitamina D - Xtralife Natural Products - 100 Tabletas,DE-0830,DE0830,DE0830,CALCIO- MAGNESIO- ZINC + VIT. D,BERINVEST S.A.C.,XTRA LIFE NATURAL PRODUCTS,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",CARBONATO DE CALCIO 333.000000 mg OXIDO DE MAGNESIO 133.000000 mg SULFATO DE ZINC 5.000000 mg VITAMINA D3 133.000000 UI,COMP_94DFE28A9A5C,VITAMINA D3,133.0,ui,,100.0,exact_translated,71.0,PEN,available,https://inkafarma.pe/producto/calcio-magnesio-zinc-vitamina-d-xtralife-natural-products-100-tabletas/1661644782151,1661644782151,Xtralife Natural Products,algolia_public_search_exhaustive,digemid_match
Inkafarma,Omega 3 + Vitamina E Drasanvi Cápsula Blanda,Omega 3 + Vitamina E Drasanvi Cápsula Blanda,DE-3908,DE3908,DE3908,OMEGA 3 + VITAMINA E .,DRASANVI PERU S.A.C.,"ECOLOGIA,NUTRICION Y SALUD, S.L.",CAPSULA BLANDA,A11AB,A11,A11A,Otras combinaciones de multivitaminas,"ACEITE DE PESCADO GADUS MORHUA 1,000.000000 mg ACIDO EICOSAPENTAENOICO (EPA) 180.000000 mg ACIDO DOCOSAHEXAENOICO (PESCADO) 120.000000 mg VITAMINA E (TOCOFEROL) 20.000000 mg",COMP_447F5E523CED,ACEITE DE PESCADO GADUS MORHUA 1,0.0,mg,0.0,100.0,exact_es,48.2,PEN,available,https://inkafarma.pe/producto/omega-3-vitamina-e-capsula-blanda/085051,085051,DRASANVI,algolia_public_search_exhaustive,digemid_match
Inkafarma,Omega 3 + Vitamina E Drasanvi Cápsula Blanda,Omega 3 + Vitamina E Drasanvi Cápsula Blanda,DE-3908,DE3908,DE3908,OMEGA 3 + VITAMINA E .,DRASANVI PERU S.A.C.,"ECOLOGIA,NUTRICION Y SALUD, S.L.",CAPSULA BLANDA,A11AB,A11,A11A,Otras combinaciones de multivitaminas,"ACEITE DE PESCADO GADUS MORHUA 1,000.000000 mg ACIDO EICOSAPENTAENOICO (EPA) 180.000000 mg ACIDO DOCOSAHEXAENOICO (PESCADO) 120.000000 mg VITAMINA E (TOCOFEROL) 20.000000 mg",COMP_F3C5987AA984,ACIDO EICOSAPENTAENOICO (EPA),180.0,mg,180.0,100.0,exact_es,48.2,PEN,available,https://inkafarma.pe/producto/omega-3-vitamina-e-capsula-blanda/085051,085051,DRASANVI,algolia_public_search_exhaustive,digemid_match
Inkafarma,Omega 3 + Vitamina E Drasanvi Cápsula Blanda,Omega 3 + Vitamina E Drasanvi Cápsula Blanda,DE-3908,DE3908,DE3908,OMEGA 3 + VITAMINA E .,DRASANVI PERU S.A.C.,"ECOLOGIA,NUTRICION Y SALUD, S.L.",CAPSULA BLANDA,A11AB,A11,A11A,Otras combinaciones de multivitaminas,"ACEITE DE PESCADO GADUS MORHUA 1,000.000000 mg ACIDO EICOSAPENTAENOICO (EPA) 180.000000 mg ACIDO DOCOSAHEXAENOICO (PESCADO) 120.000000 mg VITAMINA E (TOCOFEROL) 20.000000 mg",COMP_F71DD4665D9C,ACIDO DOCOSAHEXAENOICO (PESCADO),120.0,mg,120.0,100.0,pre_paren_fuzzy,48.2,PEN,available,https://inkafarma.pe/producto/omega-3-vitamina-e-capsula-blanda/085051,085051,DRASANVI,algolia_public_search_exhaustive,digemid_match
Inkafarma,Omega 3 + Vitamina E Drasanvi Cápsula Blanda,Omega 3 + Vitamina E Drasanvi Cápsula Blanda,DE-3908,DE3908,DE3908,OMEGA 3 + VITAMINA E .,DRASANVI PERU S.A.C.,"ECOLOGIA,NUTRICION Y SALUD, S.L.",CAPSULA BLANDA,A11AB,A11,A11A,Otras combinaciones de multivitaminas,"ACEITE DE PESCADO GADUS MORHUA 1,000.000000 mg ACIDO EICOSAPENTAENOICO (EPA) 180.000000 mg ACIDO DOCOSAHEXAENOICO (PESCADO) 120.000000 mg VITAMINA E (TOCOFEROL) 20.000000 mg",COMP_5A316FA3FF05,VITAMINA E (TOCOFEROL),20.0,mg,20.0,88.88888888888889,fuzzy_translated,48.2,PEN,available,https://inkafarma.pe/producto/omega-3-vitamina-e-capsula-blanda/085051,085051,DRASANVI,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina D3 - Xtralife Natural Products - 100 Cápsulas,Vitamina D3 - Xtralife Natural Products - 100 Cápsulas,DE-3648,DE3648,DE3648,VITAMIN D3 2000UI,BERINVEST S.A.C.,XTRA LIFE NATURAL PRODUCTS,CAPSULA BLANDA,A11CC05,A11,A11C,Colecalciferol,"COLECALCIFEROL 2,000.000000 UI",COMP_94DFE28A9A5C,COLECALCIFEROL 2,0.0,ui,,100.0,manual_alias,65.9,PEN,available,https://inkafarma.pe/producto/vitamina-d3-xtralife-natural-products-100-capsulas/1660522637371,1660522637371,Xtralife Natural Products,algolia_public_search_exhaustive,digemid_match
Inkafarma,Calcio Citrate + Vitamina D3 - Xtralife Natural Products - 100 Tabletas,Calcio Citrate + Vitamina D3 - Xtralife Natural Products - 100 Tabletas,DE-0793,DE0793,DE0793,CALCIUM CITRATE + D .,BERINVEST S.A.C.,XTRA LIFE NATURAL PRODUCTS,TABLETA,A12AA20,A12,A12A,Calcio (diferentes sales en combinación),CALCIO 315.000000 mg VITAMINA D3 200.000000 UI,COMP_275450118D60,CALCIO,315.0,mg,315.0,100.0,exact_translated,58.9,PEN,available,https://inkafarma.pe/producto/calcio-citrate-vitamina-d3-xtralife-natural-products-100-tabletas/1660521041295,1660521041295,Xtralife Natural Products,algolia_public_search_exhaustive,digemid_match
Inkafarma,Calcio Citrate + Vitamina D3 - Xtralife Natural Products - 100 Tabletas,Calcio Citrate + Vitamina D3 - Xtralife Natural Products - 100 Tabletas,DE-0793,DE0793,DE0793,CALCIUM CITRATE + D .,BERINVEST S.A.C.,XTRA LIFE NATURAL PRODUCTS,TABLETA,A12AA20,A12,A12A,Calcio (diferentes sales en combinación),CALCIO 315.000000 mg VITAMINA D3 200.000000 UI,COMP_94DFE28A9A5C,VITAMINA D3,200.0,ui,,100.0,exact_translated,58.9,PEN,available,https://inkafarma.pe/producto/calcio-citrate-vitamina-d3-xtralife-natural-products-100-tabletas/1660521041295,1660521041295,Xtralife Natural Products,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitagamma D3 Duo Tableta Recubierta,Vitagamma D3 Duo Tableta Recubierta,DE-2465,DE2465,DE2465,VITAGAMMA® D3 DUO 1000UI + 150mg,WORWAG PHARMA PERU S.R.L.,ARTESAN PHARMA GMBH & CO.KG,TABLETA RECUBIERTA,A11JB,A11,A11J,Vitaminas con minerales,VITAMINA D3 25.000000 MCG MAGNESIO 150.000000 mg,COMP_94DFE28A9A5C,VITAMINA D3,25.0,mcg,0.025,100.0,exact_translated,67.5,PEN,available,https://inkafarma.pe/producto/vitagamma-d3-duo-tableta-recubierta/025736,025736,WORWAG PHARMA PERÚ,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitagamma D3 Duo Tableta Recubierta,Vitagamma D3 Duo Tableta Recubierta,DE-2465,DE2465,DE2465,VITAGAMMA® D3 DUO 1000UI + 150mg,WORWAG PHARMA PERU S.R.L.,ARTESAN PHARMA GMBH & CO.KG,TABLETA RECUBIERTA,A11JB,A11,A11J,Vitaminas con minerales,VITAMINA D3 25.000000 MCG MAGNESIO 150.000000 mg,COMP_83336712C554,MAGNESIO,150.0,mg,150.0,100.0,exact_translated,67.5,PEN,available,https://inkafarma.pe/producto/vitagamma-d3-duo-tableta-recubierta/025736,025736,WORWAG PHARMA PERÚ,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Calcium Mag Zinc+D Tableta,Sunvit Calcium Mag Zinc+D Tableta,DE-2854,DE2854,DE2854,CALCIUM/MAG/ZINC + D .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A12AA04,A12,A12A,Carbonato de calcio,VITAMINA D3 3.330000 UI CARBONATO DE CALCIO 952.381000 mg HIDROXIDO DE MAGNESIO 233.918000 mg OXIDO DE ZINC 6.289000 mg,COMP_94DFE28A9A5C,VITAMINA D3,3.33,ui,,100.0,exact_translated,43.3,PEN,available,https://inkafarma.pe/producto/sunvit-calcium-mag-zinc-d-tableta/037794,037794,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Calcium Mag Zinc+D Tableta,Sunvit Calcium Mag Zinc+D Tableta,DE-2854,DE2854,DE2854,CALCIUM/MAG/ZINC + D .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A12AA04,A12,A12A,Carbonato de calcio,VITAMINA D3 3.330000 UI CARBONATO DE CALCIO 952.381000 mg HIDROXIDO DE MAGNESIO 233.918000 mg OXIDO DE ZINC 6.289000 mg,COMP_275450118D60,CARBONATO DE CALCIO,952.381,mg,952.381,100.0,exact_translated,43.3,PEN,available,https://inkafarma.pe/producto/sunvit-calcium-mag-zinc-d-tableta/037794,037794,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Calcium Mag Zinc+D Tableta,Sunvit Calcium Mag Zinc+D Tableta,DE-2854,DE2854,DE2854,CALCIUM/MAG/ZINC + D .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A12AA04,A12,A12A,Carbonato de calcio,VITAMINA D3 3.330000 UI CARBONATO DE CALCIO 952.381000 mg HIDROXIDO DE MAGNESIO 233.918000 mg OXIDO DE ZINC 6.289000 mg,COMP_EF944BAE2602,HIDROXIDO DE MAGNESIO,233.918,mg,233.918,100.0,exact_es,43.3,PEN,available,https://inkafarma.pe/producto/sunvit-calcium-mag-zinc-d-tableta/037794,037794,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Calcium Mag Zinc+D Tableta,Sunvit Calcium Mag Zinc+D Tableta,DE-2854,DE2854,DE2854,CALCIUM/MAG/ZINC + D .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A12AA04,A12,A12A,Carbonato de calcio,VITAMINA D3 3.330000 UI CARBONATO DE CALCIO 952.381000 mg HIDROXIDO DE MAGNESIO 233.918000 mg OXIDO DE ZINC 6.289000 mg,COMP_723DBC80CC4E,OXIDO DE ZINC,6.289,mg,6.289,100.0,exact_es,43.3,PEN,available,https://inkafarma.pe/producto/sunvit-calcium-mag-zinc-d-tableta/037794,037794,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Farma D 2000UI Cápsula blanda,Farma D 2000UI Cápsula blanda,DE-1929,DE1929,DE1929,FARMA D 2000 UI,FARMAKONSUMA S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11CC05,A11,A11C,Colecalciferol,VITAMINA D3 2.000000 mg,COMP_94DFE28A9A5C,VITAMINA D3,2.0,mg,2.0,100.0,exact_translated,95.0,PEN,available,https://inkafarma.pe/producto/farma-d-2000-ui-capsula-blanda/012161,012161,Farma D,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_90C4121BAE0C,ACETATO DE RETINOL 1,500.0,mcg,0.5,100.0,manual_alias,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_06B36D3A8FF3,VITAMINA B2,2.176,mg,2.176,95.23809523809523,fuzzy_translated,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_7A51909809FD,NIACINA,37.31,mg,37.31,92.3076923076923,fuzzy_translated,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_FB0BFF3E6E21,VITAMINA B6,2.785,mg,2.785,100.0,exact_translated,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
