pharmacy,commercial_name,formal_name,registro_sanitario,registro_sanitario_key,digemid_item,digemid_producto,digemid_distribuidor,digemid_fabricante,digemid_forma_farmaceutica,digemid_codigo_atc,digemid_grupo_atc_3,digemid_grupo_atc_4,digemid_clasificacion,digemid_composicion,component_id,ingredient,amount,unit,amount_mg,component_match_score,component_match_method,price,currency,availability,url,sku,brand,source_strategy,regulatory_status
Farmacia Universal,Gestavit DHA Cápsulas - Caja 30 und,Gestavit DHA Cápsulas 30 und Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_06B36D3A8FF3,VITAMINA B12,2.2,mg,2.2,100.0,exact_translated,66.9,PEN,available,https://www.farmaciauniversal.com/gestavit-dha-capsulas-caja-30-und/p,8731,Unimed,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Gestavit DHA Cápsulas - Caja 30 und,Gestavit DHA Cápsulas 30 und Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_4ABFB4F7511E,FUMARATO FERROSO,91.2692,mg,91.2692,100.0,manual_alias,66.9,PEN,available,https://www.farmaciauniversal.com/gestavit-dha-capsulas-caja-30-und/p,8731,Unimed,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Gestavit DHA Cápsulas - Caja 30 und,Gestavit DHA Cápsulas 30 und Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_275450118D60,CARBONATO DE CALCIO,312.5,mg,312.5,100.0,exact_translated,66.9,PEN,available,https://www.farmaciauniversal.com/gestavit-dha-capsulas-caja-30-und/p,8731,Unimed,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Gestavit DHA Cápsulas - Caja 30 und,Gestavit DHA Cápsulas 30 und Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_723DBC80CC4E,OXIDO DE ZINC,18.671,mg,18.671,100.0,exact_es,66.9,PEN,available,https://www.farmaciauniversal.com/gestavit-dha-capsulas-caja-30-und/p,8731,Unimed,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Gestavit DHA Cápsulas - Caja 30 und,Gestavit DHA Cápsulas 30 und Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_94DFE28A9A5C,VITAMINA D3,0.4,mg,0.4,100.0,exact_translated,66.9,PEN,available,https://www.farmaciauniversal.com/gestavit-dha-capsulas-caja-30-und/p,8731,Unimed,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Gestavit DHA Cápsulas - Caja 30 und,Gestavit DHA Cápsulas 30 und Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_D4790F9775EF,DL-ALFA ACETATO DE TOCOFERILO,10.0,mg,10.0,100.0,manual_alias,66.9,PEN,available,https://www.farmaciauniversal.com/gestavit-dha-capsulas-caja-30-und/p,8731,Unimed,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Gestavit DHA Cápsulas - Caja 30 und,Gestavit DHA Cápsulas 30 und Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_D7EB3863136A,ASCORBATO DE SODIO,78.7333,mg,78.7333,100.0,exact_es,66.9,PEN,available,https://www.farmaciauniversal.com/gestavit-dha-capsulas-caja-30-und/p,8731,Unimed,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Gestavit DHA Cápsulas - Caja 30 und,Gestavit DHA Cápsulas 30 und Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_4F4F134A6B55,MONONITRATO DE TIAMINA,3.0,mg,3.0,100.0,manual_alias,66.9,PEN,available,https://www.farmaciauniversal.com/gestavit-dha-capsulas-caja-30-und/p,8731,Unimed,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Gestavit DHA Cápsulas - Caja 30 und,Gestavit DHA Cápsulas 30 und Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_586F3B3DE0F3,RIBOFLAVINA,3.4,mg,3.4,100.0,manual_alias,66.9,PEN,available,https://www.farmaciauniversal.com/gestavit-dha-capsulas-caja-30-und/p,8731,Unimed,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Kidcal Suspensión Oral Sabor Fresa - Frasco 180 ml,Kidcal Suspensión Oral Fresa 180 ml Precio + Delivery Gratis,DE1195,DE1195,DE1195,KIDCAL ZINC SABOR A FRESA .,FARMAKONSUMA S.A.,ALTEA FARMACEUTICA S.A.,SUSPENSION ORAL,A11AA01,A11,A11A,Multivitamínicos con hierro,CALCIO 300.000000 mg VITAMINA D3 100.000000 UI OXIDO DE ZINC 9.333000 mg,COMP_275450118D60,CALCIO,300.0,mg,300.0,100.0,exact_translated,53.04,PEN,available,https://www.farmaciauniversal.com/kidcal-suspension-oral-sabor-fresa-frasco-180-ml/p,12698,Farmakonsuma,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Kidcal Suspensión Oral Sabor Fresa - Frasco 180 ml,Kidcal Suspensión Oral Fresa 180 ml Precio + Delivery Gratis,DE1195,DE1195,DE1195,KIDCAL ZINC SABOR A FRESA .,FARMAKONSUMA S.A.,ALTEA FARMACEUTICA S.A.,SUSPENSION ORAL,A11AA01,A11,A11A,Multivitamínicos con hierro,CALCIO 300.000000 mg VITAMINA D3 100.000000 UI OXIDO DE ZINC 9.333000 mg,COMP_94DFE28A9A5C,VITAMINA D3,100.0,ui,,100.0,exact_translated,53.04,PEN,available,https://www.farmaciauniversal.com/kidcal-suspension-oral-sabor-fresa-frasco-180-ml/p,12698,Farmakonsuma,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Kidcal Suspensión Oral Sabor Fresa - Frasco 180 ml,Kidcal Suspensión Oral Fresa 180 ml Precio + Delivery Gratis,DE1195,DE1195,DE1195,KIDCAL ZINC SABOR A FRESA .,FARMAKONSUMA S.A.,ALTEA FARMACEUTICA S.A.,SUSPENSION ORAL,A11AA01,A11,A11A,Multivitamínicos con hierro,CALCIO 300.000000 mg VITAMINA D3 100.000000 UI OXIDO DE ZINC 9.333000 mg,COMP_723DBC80CC4E,OXIDO DE ZINC,9.333,mg,9.333,100.0,exact_es,53.04,PEN,available,https://www.farmaciauniversal.com/kidcal-suspension-oral-sabor-fresa-frasco-180-ml/p,12698,Farmakonsuma,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Tri Vi Sol Multivitamínico Infantil en Gotas - Frasco 20 ml,Tri-vi-Sol Multivitamínico Infantil en Gotas 20 ml Precio + Delivery Gratis,DE1798,DE1798,DE1798,TRI-VI-SOL .,LABORATORIOS SIEGFRIED S.A.C.,ROEMMERS S.A.I.C.F.,SOLUCION ORAL,A16,A16,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,"PALMITATO DE VITAMINA A 8,333.000000 UI VITAMINA D2 1,666.000000 UI VITAMINA C 83.330000 mg",COMP_90C4121BAE0C,PALMITATO DE VITAMINA A 8,333.0,ui,,100.0,manual_alias,22.8,PEN,available,https://www.farmaciauniversal.com/tri-vi-sol-multivitaminico-infantil-en-gotas-frasco-20-ml/p,10667,Siegfried,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Tri Vi Sol Multivitamínico Infantil en Gotas - Frasco 20 ml,Tri-vi-Sol Multivitamínico Infantil en Gotas 20 ml Precio + Delivery Gratis,DE1798,DE1798,DE1798,TRI-VI-SOL .,LABORATORIOS SIEGFRIED S.A.C.,ROEMMERS S.A.I.C.F.,SOLUCION ORAL,A16,A16,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,"PALMITATO DE VITAMINA A 8,333.000000 UI VITAMINA D2 1,666.000000 UI VITAMINA C 83.330000 mg",COMP_8C56C31FBB78,VITAMINA D2 1,666.0,ui,,94.73684210526316,fuzzy_translated,22.8,PEN,available,https://www.farmaciauniversal.com/tri-vi-sol-multivitaminico-infantil-en-gotas-frasco-20-ml/p,10667,Siegfried,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Tri Vi Sol Multivitamínico Infantil en Gotas - Frasco 20 ml,Tri-vi-Sol Multivitamínico Infantil en Gotas 20 ml Precio + Delivery Gratis,DE1798,DE1798,DE1798,TRI-VI-SOL .,LABORATORIOS SIEGFRIED S.A.C.,ROEMMERS S.A.I.C.F.,SOLUCION ORAL,A16,A16,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,"PALMITATO DE VITAMINA A 8,333.000000 UI VITAMINA D2 1,666.000000 UI VITAMINA C 83.330000 mg",COMP_1BCB25859985,VITAMINA C,83.33,mg,83.33,100.0,exact_translated,22.8,PEN,available,https://www.farmaciauniversal.com/tri-vi-sol-multivitaminico-infantil-en-gotas-frasco-20-ml/p,10667,Siegfried,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Maddre Polvo con DHA Sabor Vainilla - Lata 400 g,Maddre Polvo con DHA Sabor Vainilla 400 g Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_90C4121BAE0C,PALMITATO DE VITAMINA A,1.5671,mg,1.5671,100.0,manual_alias,64.9,PEN,available,https://www.farmaciauniversal.com/maddre-polvo-con-dha-sabor-vainilla-lata-400-g/p,5037,Maddre,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Maddre Polvo con DHA Sabor Vainilla - Lata 400 g,Maddre Polvo con DHA Sabor Vainilla 400 g Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_7A51909809FD,NICOTINAMIDA,17.0,mg,17.0,100.0,manual_alias,64.9,PEN,available,https://www.farmaciauniversal.com/maddre-polvo-con-dha-sabor-vainilla-lata-400-g/p,5037,Maddre,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Maddre Polvo con DHA Sabor Vainilla - Lata 400 g,Maddre Polvo con DHA Sabor Vainilla 400 g Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_B1D26385CE00,CLORHIDRATO DE PIRIDOXINA,4.0,mg,4.0,90.9090909090909,fuzzy_translated,64.9,PEN,available,https://www.farmaciauniversal.com/maddre-polvo-con-dha-sabor-vainilla-lata-400-g/p,5037,Maddre,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Maddre Polvo con DHA Sabor Vainilla - Lata 400 g,Maddre Polvo con DHA Sabor Vainilla 400 g Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_A9136ADF22F7,ACIDO FOLICO,0.6,mg,0.6,100.0,manual_alias,64.9,PEN,available,https://www.farmaciauniversal.com/maddre-polvo-con-dha-sabor-vainilla-lata-400-g/p,5037,Maddre,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Maddre Polvo con DHA Sabor Vainilla - Lata 400 g,Maddre Polvo con DHA Sabor Vainilla 400 g Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_F71DD4665D9C,ACIDO DOCOSAHEXANOICO(DHA),300.0,mg,300.0,100.0,exact_es,64.9,PEN,available,https://www.farmaciauniversal.com/maddre-polvo-con-dha-sabor-vainilla-lata-400-g/p,5037,Maddre,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Maddre Polvo con DHA Sabor Vainilla - Lata 400 g,Maddre Polvo con DHA Sabor Vainilla 400 g Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_06B36D3A8FF3,VITAMINA B12,2.2,mg,2.2,100.0,exact_translated,64.9,PEN,available,https://www.farmaciauniversal.com/maddre-polvo-con-dha-sabor-vainilla-lata-400-g/p,5037,Maddre,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Maddre Polvo con DHA Sabor Vainilla - Lata 400 g,Maddre Polvo con DHA Sabor Vainilla 400 g Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_4ABFB4F7511E,FUMARATO FERROSO,91.2692,mg,91.2692,100.0,manual_alias,64.9,PEN,available,https://www.farmaciauniversal.com/maddre-polvo-con-dha-sabor-vainilla-lata-400-g/p,5037,Maddre,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Maddre Polvo con DHA Sabor Vainilla - Lata 400 g,Maddre Polvo con DHA Sabor Vainilla 400 g Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_275450118D60,CARBONATO DE CALCIO,312.5,mg,312.5,100.0,exact_translated,64.9,PEN,available,https://www.farmaciauniversal.com/maddre-polvo-con-dha-sabor-vainilla-lata-400-g/p,5037,Maddre,vtex_catalog_api_exhaustive,digemid_match
Farmacia Universal,Maddre Polvo con DHA Sabor Vainilla - Lata 400 g,Maddre Polvo con DHA Sabor Vainilla 400 g Precio + Delivery Gratis,DE1761,DE1761,DE1761,GESTAVIT DHA,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones",PALMITATO DE VITAMINA A 1.567100 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg ACIDO DOCOSAHEXANOICO(DHA) 300.000000 mg VITAMINA B12 2.200000 mg FUMARATO FERROSO 91.269200 mg CARBONATO DE CALCIO 312.500000 mg OXIDO DE ZINC 18.671000 mg VITAMINA D3 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg,COMP_723DBC80CC4E,OXIDO DE ZINC,18.671,mg,18.671,100.0,exact_es,64.9,PEN,available,https://www.farmaciauniversal.com/maddre-polvo-con-dha-sabor-vainilla-lata-400-g/p,5037,Maddre,vtex_catalog_api_exhaustive,digemid_match
