item,Distribuidor,Producto,Fabricante,composicion_por,Forma Farmacéutica,Procedencia,Liberación,Composición,Vías de Administración,Presentación,codigo_atc,descripcion_clasificacion,grupo_atc_3,grupo_atc_4
DE4638,IMPORTACIONES MACOY E.I.R.L.,ELITE WHEY PROTEIN CHOCOLATE ICE CREAM .,PROSUPLEMENT GROUP SP. Z O.O,DOSIS 30.00 g,POLVO ORAL,POLONIA,INMEDIATA,POR DOSIS 30.00 g - CONCENTRADO DE PROTEINA DE SUERO DE LECHE 27.000000 g,ORAL,"Pote de polietileno de alta densidad blanco o azul con tapa de polietileno de alta densidad blanco o azul por 1, 1.5, 2 y 2.5 Kg con cuchara dosificadora de polipropileno incoloro, blanco o azul por 30 g. Bolsa de polietileno de baja densidad/aluminio/poliéster por 1, 1.5, 2, 2.5 y 4 Kg con cuchara de polipropileno incoloro, blanco o azul por 30g. Bolsa de polietileno de baja densidad/aluminio/poliéster por 30 g.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4639,LAB NUTRITION CORP S.A.C.,ARGININE WATERMELON .,"FLORIDA SUPPLEMENT, LLC",DOSIS,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,L-ARGININA L-PIROGLUTAMATO 4.420000 mg,ORAL,"Pote de polietileno de alta densidad blanco o rojo o negro conteniendo 90 g, 270 g, 540 g o 900 g con tapa de polipropileno blanco o rojo o negro, incluye cuchara dosificadora de polipropileno incoloro o blanco o negro por 4.5 g",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4640,CORPORACION PHARMA SOLUTIONS PERU S.A.C.,ASBRIP .,"CATALYSIS, S.L.",DOSIS 10.00 mL,SOLUCION ORAL,ESPAÑA,INMEDIATA,POR DOSIS 10.00 mL - ACIDO ASCORBICO 20.000000 mg FUMARATO DE L-CARNITINA 100.000000 mg,ORAL,Caja de cartón conteniendo 1 frasco PET ámbar de 150 ml con tapa de PEAD blanco incluye vaso dosificador de polipropileno transparente. Caja de cartón conteniendo 15 frascos PET ámbar de 30 ml cada uno con tapa de PEAD blanco.,A11JC,"Vitaminas, otras combinaciones",A11,A11J
DE4641,FUTURE PHARMA SOCIEDAD ANONIMA CERRADA,GOLD LEVROLEAN .,FITNESS AUTHORITY SP. Z O.O.,CAPSULA,CAPSULA,POLONIA,INMEDIATA,TARTRATO DE L-CARNITINA 166.700000 mg ACIDO LINOLEICO CONJUGADO 166.700000 mg ACIDO ALFA LIPOICO 116.700000 mg CAFEINA ANHIDRA 66.700000 mg PICOLINATO DE CROMO 12.000000 MCG,ORAL,"Frasco de polipropileno blanco, negro, azul, dorado, plateado o gris por 90 cápsulas, con tapa de polipropileno blanco.",A16AA,Aminoácidos y derivados,A16,A16A
DE4642,MEDSTYLE PERUANA S.A.C.,"ISOFLAVONAS, MAGNESIO + VITAMINA E .",SINCROFARM SL,CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,CARBONATO DE MAGNESIO 56.300000 mg VITAMINA E (TOCOFEROL) 6.700000 mg EXTRACTO SECO DE SOJA (ESTANDARIZADO AL 40% EN ISOFLAVONAS EN FORMA DE AGLICONA) 40.000000 mg,ORAL,FRASCO de polietileno de alta densidad y tapa de polietileno de baja densidad color blanco x 30 cápsulas,A11HA03,Tocoferol (vit E),A11,A11H
DE4643,ANDES NUTRITION S.A.C,EAA XPRESS PINK LEMONADE .,BIOTECH USA LTD,DOSIS 10.00 g,POLVO ORAL,HUNGRIA,INMEDIATA,"POR DOSIS 10.00 g - L-LEUCINA 1,560.000000 mg CLORHIDRATO DE LISINA 1,200.000000 mg L-VALINA 1,040.000000 mg L-FENILALANINA 1,000.000000 mg L-ISOLEUCINA 800.000000 mg L-TREONINA 600.000000 mg L-HISTIDINA 400.000000 mg L-METIONINA 400.000000 mg L-TRIPTOFANO 160.000000 mg",ORAL,"sobre de PEBD/ALU/PP negro x 10, 20, 30, 40, 50, 60, 70, 100, 200, 300, 350, 400g. Pote de PET negro x 200, 300, 350, 400, 500, 600, 700, 800g con tapa de PEAD morado, incluye cuchara dosificadora de polipropileno incoloro o blanco por 10g.",V06B,SUPLEMENTOS PROTEICOS,V06,V06B
DE4644,IMPORTACIONES MACOY E.I.R.L.,BULK MASS CHOCOLATE ICE CREAM .,PROSUPLEMENT GROUP SP. Z O.O,DOSIS 200.00 g,POLVO ORAL,POLONIA,INMEDIATA,POR DOSIS 200.00 g - MALTODEXTRINA 130.000000 g CONCENTRADO DE PROTEINA DE LECHE 60.000000 g CREATINA MONOHIDRATO 2.000000 g,ORAL,"Pote de polietileno de alta densidad blanco o negro por 1Kg, 2Kg y 3Kg con tapa de polietileno de alta densidad blanco o negro, incluye cuchara dosificadora de polipropileno incoloro, blanco o negro Bolsa de polietileno de baja densidad/ aluminio/ poliéster por 1K, 2Kg, 3Kg y 6Kg, incluye cuchara dosificadora de polipropileno incoloro, blanco o negro. Sobre de polietileno de baja densidad/ aluminio/ poliéster por 200 g",A16A,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16A
DE4645,NUTRIPHARMA SOCIEDAD ANONIMA CERRADA,D3 4000 UI .,WEIHAI BAIHE BIOLOGY TECHNOLOGICAL CO. LTD.,CAPSULA,CAPSULA BLANDA,CHINA,INMEDIATA,"VITAMINA D3 4,000.000000 UI",ORAL,"frasco de polietileno de alta densidad blanco conteniendo 30, 60, 90 o 100 cápsulas blandas con tapa de polietileno de alta densidad blanco",A11CC,Vitamina D y análogos,A11,A11C
DE4646,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,ULTRA B-100 COMPLEX .,MASON VITAMINS INC.,TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,CLORHIDRATO DE TIAMINA 100.000000 mg NIACINAMIDA 100.000000 mg CLORHIDRATO DE PIRIDOXINA 100.000000 mg ACIDO FOLICO 400.000000 MCG CIANOCOBALAMINA 100.000000 MCG BIOTINA 100.000000 MCG ACIDO PANTOTENICO 100.000000 mg FOSFATO DICALCICO 77.000000 mg BITARTRATO DE COLINA 100.000000 MCG INOSITOL 100.000000 MCG ACIDO PARA AMINOBENZOICO 100.000000 MCG JUGO DE MEDICAGO SATIVA (ALFALFA) 24.000000 mg NASTURTIUM OFFICINALE 2.500000 mg PETROSELINUM CRISPUM (HOJAS) EN POLVO 12.500000 mg LECITINA 1.000000 mg RIBOFLAVINA 100.000000 mg,ORAL,"Frasco de politereftalato de etileno de color ámbar conteniendo 30, 50, 60 , 90 y 100 tabletas con tapa de polietileno de baja densidad de color amarillo",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE4647,MEDSTYLE PERUANA S.A.C.,LECITINA DE SOJA .,SINCROFARM SL,CAPSULA,CAPSULA BLANDA,ESPAÑA,INMEDIATA,LECITINA DE SOJA 540.000000 mg,ORAL,"Frasco de polietileno de alta densidad blanco x 90 y 300 cápsulas blandas, con tapa de polietileno de baja densidad blanco",A16A,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16A
DE4648,AVANX LAB. SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - AVANX LAB. S.R.L.,FLORACEL PLUS 2 billones UFC/5mL,FORTI BIOTECH PRIVATE LIMITED,MILILITRO,SUSPENSION ORAL,INDIA,INMEDIATA,"ESPORAS DE BACILLUS CLAUSI 2,000,000,000.000000 UFC",ORAL,Caja de cartón conteniendo 10 ampollas de polietileno de baja densidad incoloro por 5 mL cada uno,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4649,DISTRIBUIDORA DANY S.A.C.,ISOLATE ZERO CFM COOKIES .,"INDIEX SPORT NUTRITION SPAIN, S.L.",DOSIS 30.00 g,POLVO ORAL,ESPAÑA,INMEDIATA,POR DOSIS 30.00 g - AISLADO DE PROTEINA DE SUERO DE LECHE 29.271000 g,ORAL,"Pote de PET gris por 1 kg y 2 kg con tapa de polipropileno negro, incluye cuchara dosificadora de polipropileno incoloro por 30g.",A16A,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16A
DE4650,CUNSA S.A.C.,WHEY PROTEIN ISOLATE VANILLA .,AVANTI NUTRITIONAL LABORATORIES,DOSIS 24.00 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"POR DOSIS 24.00 g - AISLADO DE PROTEINA DE SUERO DE LECHE 22,000.000000 mg",ORAL,"Pote de Polietileno negro por 2 Lb, 4 Lb, 5 Lb. Con tapa de Polipropileno negro, incluye cuchara dosificadora de polipropileno incoloro x 24 gramos",A16A,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16A
DE4651,HERBALIFE PERU S.R.L.,FORMULA 1 BATIDO NUTRICIONAL NUTRITIONAL SHAKE SABOR FRESA .,"HERBALIFE MANUFACTURING,LLC.",DOSIS 250.00 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR DOSIS 250.00 g - AISLADO DE PROTEINA DE SOJA 10.250000 g CASEINATO DE CALCIO 0.250000 g CASEINA 0.250000 g SALVADO DE MAIZ 1.159570 g CELULOSA 1.159570 g FIBRA DE ARROZ (ORYZA SATIVA) 0.200000 g INULINA 0.075000 g PSYLLIUM HUSK CASCARA(POLVO) 0.020000 g,ORAL,"Pote de polietileno de alta densidad blanco conteniendo 550g con tapa de polipropileno blanco, contiene cuchara medidora de polipropileno blanco de 12.5g",A11JC,"Vitaminas, otras combinaciones",A11,A11J
DE4652,MEDSTYLE PERUANA S.A.C.,MAGNESIO TOTAL 5 .,SINCROFARM SL,COMPRIMIDO,COMPRIMIDO,ESPAÑA,INMEDIATA,OXIDO DE MAGNESIO 200.000000 mg HIDROXIDO DE MAGNESIO 75.000000 mg CITRATO DE MAGNESIO 51.000000 mg BISGLICINATO DE MAGNESIO 108.500000 mg CARBONATO DE MAGNESIO 80.000000 mg,ORAL,Pote de polietileno de alta densidad blanco x 100 comprimidos con tapa de polietileno de baja densidad blanco,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4653,N-DLIGHT S.A.C.,ORGANIC ACTIVE PROTEIN VANILLA .,SUNWARRIOR,DOSIS 25.00 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"POR DOSIS 25.00 g - PROTEINA DE GUISANTE (PISUM SATIVUM L.) 15.820000 g CLORURO DE SODIO 0.200000 g BACILLUS SUBTILIS 500,000,000.000000 UFC PROTEINA DE ARROZ INTEGRAL(ORYZA SATIVA) 2.750000 g PROTEINA DE CALABAZA ORGANICA 0.250000 g JUGO DE CEREZA EN POLVO 0.250000 g LEPIDIUM MEYENII RAIZ (HIPOCOTILO) 0.150000 g CURCUMA LONGA (RAIZ) EN POLVO 0.100000 g EXTRACTO DE PIPER NIGRUM (FRUTO) EN POLVO 0.002500 g AQUAMIN ® (MINERALISED SEAWEED) 0.250000 g MEZCLA DE ENZIMAS MULTI (PLANTAS) (FUNGICO) EN POLVO 0.080000 g",ORAL,"Pote de polietileno tereftalato blanco o polietileno de alta densidad blanco con tapa de polipropileno o polietileno de alta densidad o polietileno tereftalato blanco por 500, 750, 1000, 1250 y 1500 g con cuchara dosificadora de polipropileno incoloro o blanco. Caja de cartón conteniendo 10, 12, 14, 16 y 20 sobres de polietileno de baja densidad/aluminio/polipropileno blanco por 50 g cada uno",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4654,MEDSTYLE PERUANA S.A.C.,CARBONATO DE MAGNESIO 525 mg,SINCROFARM SL,COMPRIMIDO,COMPRIMIDO,ESPAÑA,INMEDIATA,CARBONATO DE MAGNESIO 525.000000 mg,ORAL,Frasco de polietileno de alta densidad blanco conteniendo 75 comprimidos con tapa de polietileno de baja densidad blanco,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4655,CORPORACION UN S.A.C,CREATINE MICRONIZED POWDER .,BAES NUTRITION LABS INC,DOSIS,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,CREATINA 2.500000 g,ORAL,"Pote de PEAD blanco o negro x 50g, 100g, 150g, 200g, 250g, 300g,350g, 400g, 450g, 500g,600g, 750g,800g,900g,1000g y 1200g con tapa de PEAD blanco o negro, incluye cuchara dosificadora de polipropileno incoloro o blanco (2.5.g).",A16AA,Aminoácidos y derivados,A16,A16A
DE4656,CORPORACION PHARMA SOLUTIONS PERU S.A.C.,CUPIDO POTION .,GRICAR CHEMICAL SRL,MILILITRO,SOLUCION ORAL,ITALIA,INMEDIATA,"EXTRACTO DE ILEX PARAGUARIENSIS (HOJA) 100.000000 mg EXTRACTO DE PAULLINIA CUPANA (SEMILLA) 100.000000 mg ACIDO ASCORBICO 80.000000 mg VITAMINA B3 16.000000 mg ACIDO HIALURONICO 15.000000 mg VITAMINA B2 1.400000 mg BIOTINA 50.000000 MCG PEPTIDOS DE COLAGENO BOVINO 2,632.000000 g",ORAL,"Caja de cartón por 5 tubos de PET color blanco por 25mL, cada uno, con tapa de polietileno de alta densidad rojo, protegido con polietileno de baja densidad incoloro termoencogible.",V03A,TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03,V03A
DE4657,CORPORACION UN S.A.C,SUPREME 100% CREATINE 2.5 g,BAES NUTRITION LABS INC,DOSIS,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,CREATINA MONOHIDRATO 2.500000 g,ORAL,"Pote de PEAD blanco o negro x 50g, 100g, 150g, 200g, 250g, 300g,350g, 400g, 450g, 500g,600g, 750g,800g,900g,1000g y 1200g con tapa de PEAD blanco o negro, incluye cuchara dosificadora de polipropileno incoloro o blanco (2.5.g). CAMBIO DE FORMA DE PRESENTACIÓN CON EXPEDIENTE N° 25-154422-1 A: Pote de PEAD blanco, negro, dorado o plateado por 50g, 100g, 150g, 200g, 250g, 300g, 350g, 400g, 450g, 500g, 600g, 750g, 800g, 900g, 1000g y 1200g, con tapa de PEAD blanco, negro, dorado o plateado, incluye cuchara dosificadora de polipropileno incoloro o blanco por 2.5g.",A11EX,"Vitaminas del complejo B, otras combinaciones",A11,A11E
DE4658,IMPORTACIONES MACOY E.I.R.L.,WHEY PHORM WHITE CHOCOLATE VANILLA ICE CREAM .,NATURAL VITAMINS LABORATORY,DOSIS,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"CONCENTRADO DE PROTEINA DE SUERO DE LECHE 28,800.000000 mg AISLADO DE PROTEINA DE SUERO DE LECHE 2,200.000000 mg",ORAL,"Pote de polietileno de alta densidad blanco o negro por 907 y 2 268 g con tapa de polietileno de alta densidad de color blanco o negro, incluye cuchara dosificadora de polipropileno incoloro, blanco o negro por 37 g. Bolsa de polietileno de baja densidad/aluminio/poliéster por 2 268 y 4 540 g, incluye cuchara dosificadora de polipropileno incoloro, blanco o negro por 37 g. Sobre de polietileno de baja densidad/aluminio/poliéster por 37 g",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4659,UFS PHARMACEUTICAL E.I.R.L.,THE GLUTAMINE .,BEDECO KFT,DOSIS 4.50 g,POLVO ORAL,HUNGRIA,INMEDIATA,"POR DOSIS 4.50 g - L-GLUTAMINA 4,500.000000 mg BETA GLUCANO 45.000000 mg",ORAL,Pote PET negro x 300 g con tapa de PP negro con cuchara dosificadora de PP incoloro de 4.5 g.,A16AA03,Glutamina,A16,A16A
DE4660,PRO NUTRITION SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,CREATINA HARDCORE .,BRG SUPLEMENTOS NUTRICIONAIS LTDA,DOSIS 3.00 g,POLVO ORAL,BRASIL,INMEDIATA,POR DOSIS 3.00 g - CREATINA 3.000000 g,ORAL,"Pote de PET Rojo por 150g, 300g, 500g, 600g, 900g, y 1000g con tapa de Tapa de polipropileno o PEAD Negro o plomo, incluye cuchara dosificadora de PP blanco o incoloro por 3g. Bolsa de polietileno de baja densidad /Aluminio rojo por 1000g con cuchara dosificadora de PP blanco o incoloro por 3g.",A16AA,Aminoácidos y derivados,A16,A16A
DE4661,OMNILIFE PERU S.A.C.,ESTOP PLUS .,OMNILIFE MANUFACTURA DE COLOMBIA S.A.S.,SOBRE 15.00 g,POLVO ORAL,COLOMBIA,INMEDIATA,POR SOBRE 15.00 g - INULINA 3.120500 g AISLADO DE PROTEINA DE SOJA 1.350000 g ALMENDRA EN POLVO 1.350000 g FITOESTEROLES 9.090900 g ACETATO DE VITAMINA E 0.016470 g NIACINAMIDA 0.012000 g EXTRACTO DE CERA DE SACCHARUM OFFICINARUM 0.004010 mg,ORAL,Caja de cartón con 30 sobres de polietileno d baja densidad/aluminio/Poliéster plateados de 15 g c/u.,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE4663,CORPORACION UN S.A.C,100% GLUTAMINE ADN .,BAES NUTRITION LABS INC,DOSIS,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,L-GLUTAMINA 2.500000 g,ORAL,"Pote de polietileno de alta densidad blanco o negro conteniendo 50g, 100g, 150g, 200g, 250g, 300g, 350g, 400g, 450g, 500g, 600g, 750g, 800g, 900g, 1000g o 1200g con tapa de polietileno de alta densidad blanco o negro, incluye cuchara dosificadora de polipropileno incoloro o blanco por 2.5g",A16AA03,Glutamina,A16,A16A
DE4664,TERBOL PERU SOCIEDAD ANONIMA CERRADA,FOLIC ACID 800 MCG,"SHANDONG YUWANG PHARMACEUTICAL CO.,LTD.",TABLETA,TABLETA RECUBIERTA,CHINA,INMEDIATA,ACIDO FOLICO 800.000000 MCG,ORAL,"- Frasco de polietileno tereftalato de color gris x 100 tabletas recubiertas, con tapa de polipropileno de color gris o verde. - Caja de cartulina tríplex x 30 tabletas recubiertas en envase blíster de aluminio plateado/PVC - PVDC incoloro x 15 tabletas recubiertas.",B03BB01,Ácido fólico,B03,B03B
DE4665,DRASANVI PERU S.A.C.,OSEOGEN+CURCUMA MOBILITY .,"ECOLOGIA,NUTRICION Y SALUD, S.L.",DOSIS 15.00 g,POLVO ORAL,ESPAÑA,INMEDIATA,"POR DOSIS 15.00 g - CITRATO DE CALCIO 2,000.000000 mg VITAMINA B1 1.100000 mg SELENITO DE SODIO 0.044000 mg PROTEINA DE GUISANTE (PISUM SATIVUM L.) 3,866.800000 mg COLAGENO HIDROLIZADO MARINO TIPO I 1,710.000000 mg CLORHIDRATO DE GLUCOSAMINA 1,250.400000 mg CARBONATO DE MAGNESIO 259.200000 mg SULFATO DE CONDROITINA 450.000000 mg EXTRACTO SECO DE CURCUMA LONGA (RIZOMA) EN POLVO 1.250000 mg BROMELAINA 100.000000 mg CITRATO DE MAGNESIO 7.800000 mg FUMARATO FERROSO 14.100000 mg VITAMINA C 30.000000 mg VITAMINA B3 16.000000 mg VITAMINA B5 6.000000 mg CIANOCOBALAMINA 2.500000 MCG VITAMINA D3 5.000000 MCG VITAMINA B6 1.400000 mg VITAMINA B2 1.400000 mg",ORAL,Lata de hojalata color plateado x 300 g con lámina de seguridad de hojalata color plateado y con tapa de PET incoloro incluye una cuchara dosificadora de PET incoloro x 7.5 g.,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE4666,DRASANVI PERU S.A.C.,COLÁGENO MARINO HIDROLIZADO + CÚRCUMA + VITAMINA C + MAGNESIO + ÁCIDO HIALURÓNICO SABOR LIMÓN .,"ECOLOGIA,NUTRICION Y SALUD, S.L.",DOSIS 5.00 g,POLVO ORAL,ESPAÑA,INMEDIATA,"POR DOSIS 5.00 g - COLAGENO HIDROLIZADO MARINO TIPO I 4,147.550000 mg CARBONATO DE MAGNESIO 117.800000 mg EXTRACTO SECO DE MALPIGHIA PUNICIFOLIA 34.800000 mg EXTRACTO SECO DE CURCUMA LONGA (RIZOMA) EN POLVO 0.270000 mg ACIDO HIALURONICO 13.000000 mg",ORAL,"Lata de hojalata color plateado x 300 g, con tapa de PET incoloro, con cuchara dosificadora de PET incoloro x 5 g. Sobre de papel/polietileno de baja densidad/aluminio/copolímero de etileno y ácido metacrílico color dorado x 5 g.",A16AA,Aminoácidos y derivados,A16,A16A
DE4667,NATURE´S SUNSHINE PRODUCTS DEL PERU S.A.,COENZIMA Q10 100 mg,SUNSHINE ANDINA Y TOUCH OF SYNERGY ESPAÑA S.L.,CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,COENZIMA Q10 100.000000 mg,ORAL,Frasco de PET blanco conteniendo 70 cápsulas con tapa de PET blanco,C01EB09,Ubidecarenona,C01,C01E
DE4669,EUROCARE S.A.C.,MULTIVITAMINAS + MINERALES ..,SANOTACT GMBH,TABLETA,TABLETA EFERVESCENTE,ALEMANIA,INMEDIATA,ACIDO L-ASCORBICO 80.000000 mg MONONITRATO DE TIAMINA 1.100000 mg ACIDO FOLICO 0.200000 mg D-BIOTINA 0.050000 mg VITAMINA B12 0.002500 mg CARBONATO DE CALCIO 318.154000 mg CARBONATO DE MAGNESIO 225.500000 mg DL-ALFA ACETATO DE TOCOFERILO 41.134000 mg NICOTINAMIDA 16.000000 mg D-PANTOTENATO DE CALCIO 7.500000 mg CLORHIDRATO DE PIRIDOXINA 1.957000 mg RIBOFLAVINA 1.400000 mg,ORAL,"Tubo de polipropileno blanco por 20 tabletas efervescentes, con tapón de polietileno de baja densidad de color blanco ,anaranjado ,amarillo, morado, verde, verde claro, azul o azul claro.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4670,ALCON PHARMACEUTICAL DEL PERU S.A.,VITALUX ADVANCED + OMEGA-3 .,INTERNATIONAL NUTRIENT TECHNOLOGIES LIMITED,CAPSULA,CAPSULA BLANDA,CANADA,INMEDIATA,ACEITE DE PESCADO GADUS MORHUA 316.000000 mg ACIDO ASCORBICO 166.700000 mg DL-ALFA ACETATO DE TOCOFERILO 60.000000 mg OXIDO DE ZINC 8.330000 mg QUELATO DE COBRE 0.667000 mg LUTEINA 3.330000 mg ZEAXANTINA 0.667000 mg,ORAL,"Caja de cartón conteniendo un frasco de polietileno de alta densidad color blanco x 75 capsulas blandas, con tapa de polietileno de alta densidad color blanco.",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE4671,FUTURE PHARMA SOCIEDAD ANONIMA CERRADA,ALPHA TX9 FRUIT PUNCH .,FITNESS AUTHORITY SP. Z O.O.,DOSIS 12.60 g,POLVO ORAL,POLONIA,INMEDIATA,"POR DOSIS 12.60 g - ACIDO ASPARTICO 3,000.000000 mg BETA HIDROXI BETA METILBUTIRATO DE CALCIO 3,000.000000 mg CITRATO DE MAGNESIO 25,478.000000 mg LACTATO DE ZINC 62.890000 mg VITAMINA C 50.000000 mg VITAMINA B6 15.000000 mg L-ARGININA 2,000.000000 mg CLORHIDRATO L-ORNITINA 650.000000 mg COENZIMA Q10 20.000000 mg",ORAL,"Pote de PEAD o PET blanco, negro, azul, dorado, plata o gris por 378g, con tapa de PEAD o PET negro, blanco, plomo y dorado, con cuchara dosificadora de polipropileno incoloro, negro, blanco, plomo y dorado por 6.3g.",A02AA10,Combinaciones,A02,A02A
DE4672,NUTRABIOTICS PERU S.A.C.,PROBIOESSENS® .,LALLEMAND SAS,SOBRE,POLVO ORAL,FRANCIA,INMEDIATA,ACIDO ASCORBICO 60.000000 mg LEVADURA CON SELENIO 35.000000 mg LACTOBACILLUS CASEI 15.750000 mg LACTOBACILLUS RHAMNOSUS 13.500000 mg LACTOBACILLUS HELVETICUS 13.500000 mg BIFIDOBACTERIUM ANIMALIS SP LACTIS 2.250000 mg,ORAL,Caja dispensadora de cartulina conteniendo 10 o 30 sobres de poli(tereftalato de etileno)/aluminio /polietileno de baja densidad por 1 g cada uno,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4673,PHARMA-C  S.A.C,FERMINAH .,HA NOI CPC1 PHARMACEUTICAL JOINT STOCK COMPANY,DOSIS 5.00 mL,SOLUCION ORAL,VIETNAM,INMEDIATA,POR DOSIS 5.00 mL - COMPLEJO DE HIDROXIDO FERRICO [HIERRO (III)] POLIMALTOSADO 50.000000 mg ACIDO FOLICO 600.000000 MCG CIANOCOBALAMINA 1.000000 MCG,ORAL,"Caja de cartón conteniendo 1, 2, 3, 4, 5, 6, 8, 10, 12, 14, 15, 16, 18, 20, 21, 22, 24, 25, 26, 28, 30, 32, 34, 35, 36, 38, 40, 42, 44,45, 48, 50, 60, 80, 90 y 100 ampollas de polietileno de baja densidad incoloro x 5 mL. Caja dispensadora de cartón conteniendo 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 102, 110, 120, 150, 200, 300, 400, 500, 600 y 1000 ampollas de polietileno de baja densidad incoloro x 5 mL",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4674,BONAPHARM S.A.C.,BONA-D® 2000 UI,SOFTGEL HEALTHCARE PVT LTD,CAPSULA,CAPSULA BLANDA,INDIA,INMEDIATA,"COLECALCIFEROL 2,000.000000 UI",ORAL,"Caja de cartón con 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 200, 300, 400, 500, 600, 700, 800, 900 y/o 1000 cápsulas blandas en blíster de PVC/PVDC incoloro y Aluminio plateado",A11CC05,Colecalciferol,A11,A11C
DE4675,OMNILIFE PERU S.A.C.,IQU .,OMNILIFE MANUFACTURA S.A. DE C.V.,DOSIS 355.00 mL,SOLUCION ORAL,MEXICO,INMEDIATA,POR DOSIS 355.00 mL - COENZIMA Q 10.000000 mg VITAMINA D 10.000000 MCG CAFEINA 35.400000 mg PIRROLOQUINOLINA QUINONA 20.000000 mg,ORAL,Lata de aAluminio conteniendo 355 mL.,A11JC,"Vitaminas, otras combinaciones",A11,A11J
DE4676,INRETAIL PHARMA S.A.,V4L PROBIOTICS ADULTS .,"CHR. HANSEN, INC.",CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,LACTOBACILLUS ACIDOPHILUS 133.460000 mg BIFIDOBACTERIUM LACTIS 127.110000 mg BIFIDOBACTERIUM BIFIDUM 1.350000 mg BIFIDOBACTERIUM LONGUM 1.350000 mg,ORAL,"caja de cartón por 1, 6 y 12 frascos de polipropileno blanco. Cada frasco de polipropileno blanco contiene 30, 60, 90, 100, 110, 120 cápsulas con tapa de polipropileno blanco",V03A,TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03,V03A
