pharmacy,commercial_name,formal_name,registro_sanitario,price,currency,availability,url,sku,brand,source_strategy,scraped_at,stock,component_text,registro_sanitario_source,component_traceable
Boticas Peru,Citrato De Magnesio Camu Camu Frasco 80 G,Citrato De Magnesio Camu Camu Frasco 80 G,DE4606,20.00,PEN,available,https://www.boticasperu.pe/nutricion/productos_naturales/citrato_de_magnesio_camu_camu_-__frasco_80_g/45599.html,45599,,sfcc_search_update_grid,2026-06-08T00:55:41.250168+00:00,,S/ 20.00 Citrato de Magnesio Camu Camu - Frasco 80 G,digemid_name_inference,true
Boticas Peru,Pharmaris Prebiotic %2B Probiotic Polvo Para Solucion Oral Caja 10 Sobres,Pharmaris Prebiotic %2B Probiotic Polvo Para Solucion Oral Caja 10 Sobres,DE4698,25.00,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/prebioticos/pharmaris_prebiotic_%2B_probiotic_polvo_para_solucion_oral_-_caja_10_sobres/47473.html,47473,,sfcc_search_update_grid,2026-06-08T00:55:41.251945+00:00,,S/ 25.00 Pharmaris Prebiotic + Probiotic polvo para solución oral - Caja 10 Sobres,digemid_name_inference,true
Boticas Peru,Multivitaminas %2B Biotina German Energy Sabor Naranja Tubo 20 Un,Multivitaminas %2B Biotina German Energy Sabor Naranja Tubo 20 Un,DE3564,14.00,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/multivitaminas_%2B_biotina_german_energy_sabor_naranja_-_tubo_20_un/37978.html,37978,,sfcc_search_update_grid,2026-06-08T00:55:41.254406+00:00,,S/ 14.00 Multivitaminas + Biotina German Energy Sabor Naranja - Tubo 20 UN,digemid_name_inference,true
Boticas Peru,Sundance Vitamins Zinc 50 Mg Gummies Frasco 40 Ml,Sundance Vitamins Zinc 50 Mg Gummies Frasco 40 Ml,DE2563,50.50,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/zinc/sundance_vitamins_zinc_50_mg_gummies_-_frasco_40_ml/50471.html,50471,,sfcc_search_update_grid,2026-06-08T00:55:41.255275+00:00,,S/ 50.50 Sundance Vitamins Zinc 50 mg Gummies - Frasco 40 ML,digemid_name_inference,true
Boticas Peru,Omega 3 Aceite De Pescado 1000 Mg Frasco 60 Un,Omega 3 Aceite De Pescado 1000 Mg Frasco 60 Un,DE3109,72.00,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/omega-3/omega_3_aceite_de_pescado_1000_mg_-_frasco_60_un/27080.html,27080,,sfcc_search_update_grid,2026-06-08T00:55:41.256143+00:00,,S/ 72.00 Omega 3 Aceite de Pescado 1000 mg - Frasco 60 UN,digemid_name_inference,true
Boticas Peru,Suplemento Nutricional Centrum Adulto Frasco 30 Un,Suplemento Nutricional Centrum Adulto Frasco 30 Un,DE4464,41.40,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/suplemento_nutricional_centrum__adulto_-_frasco_30_un/46931.html,46931,,sfcc_search_update_grid,2026-06-08T00:55:41.257012+00:00,,S/ 41.40 Suplemento Nutricional Centrum Adulto - Frasco 30 UN,digemid_name_inference,true
Boticas Peru,Suplemento Nutricional Centrum Silver Frasco 30 Un,Suplemento Nutricional Centrum Silver Frasco 30 Un,DE4362,47.60,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/suplemento_nutricional_centrum_silver_-_frasco_30_un/46930.html,46930,,sfcc_search_update_grid,2026-06-08T00:55:41.617563+00:00,,S/ 47.60 Suplemento Nutricional Centrum Silver - Frasco 30 UN,digemid_name_inference,true
Boticas Peru,Calcium Magnesium Zinc Frasco 100 Un,Calcium Magnesium Zinc Frasco 100 Un,DE0421,47.90,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/calcio/calcium_magnesium_zinc_-_frasco_100_un/43147.html,43147,,sfcc_search_update_grid,2026-06-08T00:55:41.618424+00:00,,S/ 47.90 Calcium Magnesium Zinc - Frasco 100 UN,digemid_name_inference,true
Boticas Peru,Cloruro De Magnesio 500Mg Capsulas Frasco 100 Un,Cloruro De Magnesio 500Mg Capsulas Frasco 100 Un,DE4606,45.01,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/magnesio/cloruro_de_magnesio_500mg_capsulas_-_frasco_100_un/35885.html,35885,,sfcc_search_update_grid,2026-06-08T00:55:41.622523+00:00,,S/ 45.01 Cloruro de Magnesio 500Mg Cápsulas - Frasco 100 UN,digemid_name_inference,true
Boticas Peru,Globifer Forte Hierro Hemico Tableta Caja 40 Un,Globifer Forte Hierro Hemico Tableta Caja 40 Un,DE4613,120.70,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/hierro/globifer_forte_-_hierro_hemico_tableta_-_caja_40_un/48397.html,48397,,sfcc_search_update_grid,2026-06-08T00:55:41.626849+00:00,,S/ 120.70 Globifer Forte - Hierro Hemico Tableta - Caja 40 UN,digemid_name_inference,true
