pharmacy,commercial_name,formal_name,registro_sanitario,price,currency,availability,url,sku,brand,source_strategy,scraped_at,stock,component_text,registro_sanitario_source,component_traceable
Inkafarma,Pack 02 Nat-B Cápsula Blanda,Pack 02 Nat-B Cápsula Blanda,DE0942,88.90,PEN,available,https://inkafarma.pe/producto/pack-02-nat-b-capsula-blanda/PACKNT79,PACKNT79,MEGA,algolia_public_search,2026-06-08T00:46:11.491647+00:00,,Tiamina Mononitrato (Vitamina B1) 50.00 mg | Riboflavina (Vitamina B2) 50.00 mg | Piridoxina Clorhidrato (Vitamina B6) 50.00 mg | Cianocobalamina (Vitamina B12) 50.00 mcg | Nicotinamida 50.00 mg | Pantotenato de Calcio 50.00 mg | Ácido Fólico 100.00 mcg | Colina | Bitartrato 50.00 mg | Biotina 50.00 mcg | Inositol 50.00 mg Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Multivitamínicos Suplementos y Vitaminas Packs de Nutrición y Bienestar Vitamina B-Complejo B B6 y B12 Para Adultos,digemid_name_inference,true
Inkafarma,Pack 02 Ultra Complejo B Sunvit Cápsula Blanda,Pack 02 Ultra Complejo B Sunvit Cápsula Blanda,DE4701,69.80,PEN,available,https://inkafarma.pe/producto/pack-02-ultra-complejo-b-sunvit-capsula-blanda/PACKNT441,PACKNT441,SUNVIT,algolia_public_search,2026-06-08T00:46:11.491872+00:00,,"Cada cápsula blanda contiene: Mononitrato de Tiamina (Vitamina B1) 50 mg Bitartrato de Colina 50 mg, Biotina (Vitamina B7) 50 mcg Inositol 50 mg, Riboflavina (Vitamina B2) 50 mg Pantotenato de Calcio (Vitamina B5) 50 mg Clorhidrato de Piridoxina (Vitamina B6) 50 mg Cianocobalamina 1 % triturado (Vitamina B12) 50 mcg Ácido Fólico (Vitamina B9) 100 mcg, Excipientes c.s.p. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitaminas Suplementos y Vitaminas Packs de Nutrición y Bienestar Vitamina B-Complejo B B6 y B12 Vitamina B",digemid_name_inference,true
Inkafarma,Pack 20 Ensure Clinical Líquido Sabor Vainilla,Pack 20 Ensure Clinical Líquido Sabor Vainilla,DE2360,219.30,PEN,available,https://inkafarma.pe/producto/pack-ensure-clinical-liquido-sabor-vainilla-220-ml/PACKNT523,PACKNT523,ENSURE,algolia_public_search,2026-06-08T00:46:11.492840+00:00,,"Agua,almidón hidrolizado de maiz ,sacarosa, ACEITES VEGETALES (aceite de canola, aceite de maiz ),caseinato de sodio, proteína de leche, aislado de proteína de soya, concentradode proteína de suero, MINERALES (citrato de potasio, citrato de sodio, fosfatotribásico de calcio, carbonato de magnesio, cloruro de potasio, sulfatoferroso, sulfato de zinc, sulfato de manganeso, sulfato cúprico, molibdato desodio, yoduro de potasio, cloruro de cromo, selenato de sodio), fructobligosacáridos (FOS), CaHMB (beta- hidroxi beta- metilbutirato de calcio), sabor natural y artificial a vainilla, lecitina de soya(emulsificante), celulosa (estabilizante), coruro de colina, VITAMINAS (ácido ascórbico, acetato de dl- alfla tocoferilo , niacinamida ,pantotenato de calcio, beta caroteno, clorhidrato de piridoxina, clorhidrato detiamina, riboflavina, palmitato de vitamina A, ácido fólico, filoquinona ,vitamina D3, biotina, cianocobalamina), L- camitina ,carboximetilcelulosa de sodio (estabilizante), goma galan ( establizante ).Contiene derivados de leche y derivados de soya. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Nutrición completa y balanceada, con 330 Kcal y 20 g de proteína de alta calidad por toma (220 mL). Apoya el manejo nutricional de adultos con pérdida de masa muscular. Con HMB, componente clave que ayuda a promover la salud muscular. Alimentación y nutrición para el adulto mayor con Ensure Clinical Para el manejo nutricional de adultos con trastornos nutricionales y/o pérdida de masa muscular, fuerza y funcionalidad. Esta especialmente formulada para satisfacer las necesidades nutricionales únicas de los adultos de edad avanzada. Suplementos Nutricionales Suplementos / Complementos Suplementos y Vitaminas Packs de Nutrición y Bienestar Nutrición Adulto Packs Bebibles Ensure y Glucerna Adultos Adulto Geriátricos",digemid_name_inference,true
Inkafarma,Exelmyo Polvo para suspensión oral,Exelmyo Polvo para suspensión oral,DE4047,149.70,PEN,available,https://inkafarma.pe/producto/exelmyo-polvo-para-suspension-oral/068295,068295,Laboratorios Entema,algolia_public_search,2026-06-08T00:46:11.497874+00:00,,"Myo-inositol, ácido fólico, yodo (yoduro de potasio), zinc (sulfato de zinc monohidrato), colecalciferol (vitamina D3)). Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitaminas y Suplementos Vitaminas Suplementos y Vitaminas Vitamina B-Complejo B B6 y B12 Biotina Vitamina B",digemid_name_inference,true
Inkafarma,ROD-B Cápsula blanda,ROD-B Cápsula blanda,DE3638,59.90,PEN,available,https://inkafarma.pe/producto/rod-b-capsula-blanda/037086,037086,ROD-B,algolia_public_search,2026-06-08T00:46:11.498824+00:00,,Cada Cápsula blanda contiene:Tiamina Mononitrato (Vitamina B1) 50 mgRibo?avina (Vitamina B2) 50 mgPiridoxina Clorhidrato (Vitamina B6) 50 mgCianocobalamina (Vitamina B12) 50 mcgNicotinamida (Vitamina B3) 50 mgD-Pantotenato de Calcio (Vitamina B5) 50 mgÁcido Fólico (Vitamina B9) 100 mcgColina Bitartrato 50 mgBiotina 50 mcgInositol 50 mgExcipientes c.s.p. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Suplementos / Complementos Suplementos y Vitaminas Vitamina B-Complejo B B6 y B12 Adulto,digemid_name_inference,true
Inkafarma,Regenesis Cápsula Blanda,Regenesis Cápsula Blanda,DE2831,56.00,PEN,available,https://inkafarma.pe/producto/regenesis-capsula-blanda/030228,030228,LABORATORIOS LEON FARMA,algolia_public_search,2026-06-08T00:46:11.499024+00:00,,Vitamina B1 1.45mg | Vitamina B2 1.60mg | Vitamina B318.00mg | Vitamina B5 6.00mg| Vitamina B6 2.00mg| Biotina B8 150.00ug| Vitamina B9 500.00ug| Vitamina B12 2.60mg | Vitamina C 60.00mg |Vitamina E 10.05mg|Selenio 59ug |Magnesio 75.00mg |Zinc 10.00mg|Hierro 27.00mg |Cobre 1.00mg |Manganeso 1.00mg|Iodo 200ug | Ácidos grasos Omega 3: Ácido Eicosapentaenoico (EPA) | Ácido Docosahexaenoico (DHA) 160mg Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Multivitamínicos Suplementos y Vitaminas Omega 3-Fish Oil Para Adultos,digemid_name_inference,true
Inkafarma,Redoxon Total Tableta Efervescente Sabor Naranja,Redoxon Total Tableta Efervescente Sabor Naranja,DE4521,43.92,PEN,available,https://inkafarma.pe/producto/redoxon-total-comprimido-efervescente/029588,029588,REDOXON,algolia_public_search,2026-06-08T00:46:11.499256+00:00,,"Fórmula mejorada con vitamina D. Las vitaminas C, D y el zinc contribuyen al funcionamiento normal del sistema inmune. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Redoxon® Total es una fórmula mejorada que combina la vitamina C y el Zinc, con un nuevo ingrediente, la vitamina D. Junto con una alimentación adecuada y hábitos saludables, la vitamina D y el Zinc por favor al funcionamiento normal del sistema inmune; la vitamina C contribuye a la formación del colágeno para el funcionamiento normal de la piel. El Zinc contribuye a la protección de las células frente al daño oxidativo. Suplemento con Vitamina C, D y Zinc. Vitaminas Vitamina C",digemid_name_inference,true
Inkafarma,Biosil Performance Cápsula,Biosil Performance Cápsula,DE4792,157.90,PEN,available,https://inkafarma.pe/producto/biosil-performance-capsula/074307,074307,BIOSIL,algolia_public_search,2026-06-08T00:46:11.499955+00:00,,"Ingredientes activos: Colina 100 mg (como ch-OSA®), Silicio 5 mg (como parte de ácido ortosilícico estabilizado con colina (ch-OSA®)) y Vitamina C (ácido ascórbico) 30 mg. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Cupón INKA20 Suplementos Nutricionales Suplementos y Vitaminas Busca tu Marca de Colágeno Ideal Colágenos",digemid_name_inference,true
Inkafarma,Vitagel Joint Active Polvo Oral,Vitagel Joint Active Polvo Oral,DE4024,142.40,PEN,available,https://inkafarma.pe/producto/vitagel-joint-active-polvo-oral/037813,037813,VITAGEL,algolia_public_search,2026-06-08T00:46:11.500204+00:00,,"Colágeno hidrolizado, Acidificante: Ácido Cítrico, Cúrcuma, Maltodextrina, Mezcla de vitaminas y minerales (Fosfato Tricálcico, Carbonato de Magnesio, Ácido L-Ascórbico (Vitamina C), Óxido de Zinc, Manganeso-II-Gluconato, Selenito de Sodio, Colecalciferol (Vitamina D3), Clorhidrato de Piridoxina(Vitamina B6), Aroma, Metilsulfonilmetano (MSM), Estabilizante: Fosfato de dimagnesio 3-hidrato. Contiene Edulcorante: Sucralosa (0,035 g por cada porción de 14 g) |**Bovino. Precauciones: Puede contener rastros de lactosa. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitagel JOINT ACTIVE es un suplemento dietético con colágeno hidrolizado sabor limón y miel + Cúrcuma, MSM (Metilsulfonilmetano), vitaminas, minerales y edulcorante artificial. Polvo oral. Suplementos Nutricionales Suplementos y Vitaminas Busca tu Marca de Colágeno Ideal Colágenos",digemid_name_inference,true
Inkafarma,Vitagel Skin Beauty Polvo Oral,Vitagel Skin Beauty Polvo Oral,DE3829,142.40,PEN,available,https://inkafarma.pe/producto/vitagel-skin-beauty-polvo-oral/037210,037210,VITAGEL,algolia_public_search,2026-06-08T00:46:11.500498+00:00,,"Colágeno hidrolizado (80.1%**), Ácido cítrico (5.07%), Maltodextrina (3.5%), Aroma (3.07%), mezcla de vitaminas y minerales ( Fosfato tricálcico, Carbonato de Magnesio,Ácido L-Ascórbico (Vitamina C), DL-alfa Tocoferilacetato (Vitamina E), Gluconato de Cobre, Óxido de Zinc, Colecalciferol (Vitamina D),Biotina, Ácido Pteroilmonoglutámico (Ácido Fólico)), Metilsulfonilmetano (MSM(1.193%),Extracto de Zanahoria Morada en polvo(1.07%),Ácido Hialurónico (0,89%),Estabilizante: Fosfato de dimagnesio 3-hidrato, Edulcorante: Sucralosa(0,18%)|**Bovino.Puede contener rastros de lactosa. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitagel® SKIN BEAUTY es un suplemento dietético con colágenohidrolizado sabor frutos rojos + MSM,ácido hialurónico, vitaminas, minerales y edulcorante arti?cial. Polvo oral. Suplementos Nutricionales Suplementos y Vitaminas Busca tu Marca de Colágeno Ideal Colágenos",digemid_name_inference,true
